============================== SRIM-2008.04 ==============================
==============================================================================
===== TRIMOUT.txt: File of Transmitted / Backscattered / Sputtered Atoms =====
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= He(5.48 MeV) ==> Mylar+Mylar+Mylar( 10.7 um) ==============
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  498  2 .4186809E+07   1080000E-01 -.1862E+03 -.7417E+03   .9999549  .0080125 -.0051082
T  499  2 .4179304E+07   1080008E-01  .3779E+03  .4785E+01   .9999231  .0122681  .0018203
T  500  2 .4170998E+07   1080018E-01 -.4409E+03  .2178E+03   .9999662 -.0076616  .0029868
T  501  2 .4164822E+07   1080007E-01 -.6190E+03 -.8930E+03   .9997404 -.0200499 -.0108264
T  502  2 .4183641E+07   1080020E-01 -.3113E+03 -.1490E+03   .9999708 -.0046731 -.0060530
T  503  2 .4183004E+07   1080016E-01 -.2060E+04  .1060E+04   .9996997 -.0233687  .0073806
T  504  2 .4155987E+07   1080001E-01 -.5448E+01  .2705E+03   .9999986 -.0004221 -.0015970
T  505  2 .4148425E+07   1080015E-01 -.3391E+02 -.1973E+03   .9999932 -.0031092  .0020036
T  506  2 .4179068E+07   1080013E-01 -.3513E+03 -.4407E+03   .9999597 -.0042693 -.0078943
T  507  2 .4160411E+07   1080012E-01 -.4659E+03  .4748E+03   .9999624 -.0026803  .0082521
T  508  2 .4186202E+07   1080017E-01 -.1737E+03 -.1418E+03   .9999832 -.0057645 -.0006287
T  509  2 .4191456E+07   1080022E-01  .4534E+03  .1484E+03   .9998500  .0097870  .0142929
T  510  2 .4159597E+07   1080014E-01  .8336E+03  .4023E+03   .9998261  .0167147  .0082699
T  511  2 .4160407E+07   1080018E-01  .7299E+03  .1092E+04   .9996643  .0225550  .0127530
T  512  2 .4216900E+07   1080014E-01  .2400E+02 -.2431E+02   .9999921  .0014873  .0036901
T  513  2 .4203981E+07   1080009E-01 -.1482E+03  .4917E+03   .9999773 -.0008190  .0066930
T  514  2 .4167094E+07   1080011E-01 -.1918E+03  .1798E+03   .9999875 -.0029275  .0040419
T  515  2 .4184575E+07   1080001E-01 -.1280E+04  .7681E+03   .9996504 -.0097647  .0245710
T  516  2 .4161000E+07   1080013E-01  .1269E+04 -.3147E+04   .9991039  .0120221 -.0405807
T  517  2 .4210905E+07   1080009E-01 -.4163E+03 -.4244E+03   .9999692 -.0026761 -.0073826
T  518  2 .4164791E+07   1080007E-01  .8652E+02 -.5763E+03   .9999735  .0004408 -.0072658
T  519  2 .4191689E+07   1080013E-01 -.7472E+02 -.7866E+01   .9999681 -.0012382 -.0078936
T  520  2 .4160089E+07   1080000E-01 -.3572E+03 -.7809E+03   .9996821  .0063406 -.0244041
T  521  2 .4186558E+07   1080016E-01 -.1767E+04 -.1638E+04   .9995767 -.0249343 -.0149877
T  522  2 .4181150E+07   1080007E-01 -.2055E+04  .3540E+03   .9993665 -.0350167  .0063512
T  523  2 .4184187E+07   1080014E-01  .4563E+03 -.1948E+03   .9999797  .0038987 -.0050300
T  524  2 .4210915E+07   1080019E-01 -.5294E+03  .8939E+03   .9998749 -.0103478  .0119646
T  525  2 .4180009E+07   1080010E-01 -.4271E+03  .3145E+03   .9999804 -.0026079  .0056947
T  526  2 .4141536E+07   1080015E-01 -.6131E+02  .6351E+03   .9997481  .0000636  .0224446
T  527  2 .4179387E+07   1080022E-01 -.2191E+02  .1072E+03   .9999379  .0028633  .0107737
T  528  2 .4196642E+07   1080017E-01  .4231E+03 -.2119E+03   .9999964  .0006202 -.0025946
T  529  2 .4174338E+07   1080022E-01 -.3474E+03 -.2004E+03   .9998687 -.0146005 -.0070232
T  530  2 .4179034E+07   1080011E-01 -.4954E+02 -.3962E+02   .9999978  .0020579 -.0004179
T  531  2 .4171879E+07   1080008E-01 -.1025E+04 -.9917E+03   .9996806 -.0182202 -.0175120
T  532  2 .4208774E+07   1080002E-01 -.4025E+03  .2870E+02   .9999713 -.0036849  .0066205
T  533  2 .4204281E+07   1080010E-01 -.5857E+03 -.1692E+03   .9997981 -.0197289 -.0038218
T  534  2 .4181876E+07   1080008E-01  .2333E+03  .6287E+03   .9997029  .0143739  .0196835
T  535  2 .4205695E+07   1080008E-01 -.9198E+02  .7297E+03   .9997300 -.0056635  .0225341
T  536  2 .4179310E+07   1080017E-01 -.1059E+04 -.8226E+01   .9997870 -.0199802 -.0051769
T  537  2 .4152655E+07   1080022E-01 -.1030E+03  .1085E+03   .9999965 -.0022943  .0013007
T  538  2 .4204632E+07   1080002E-01  .1392E+03  .9081E+02   .9999967  .0021076  .0014737
T  539  2 .4177675E+07   1080010E-01  .2518E+02 -.4192E+03   .9999926 -.0034709 -.0016744
T  540  2 .4204114E+07   1080018E-01 -.2675E+03 -.2945E+03   .9999942 -.0018227 -.0028627
T  541  2 .4170665E+07   1080001E-01  .1776E+03 -.2002E+03   .9999686  .0060013  .0051753
T  542  2 .4213544E+07   1080009E-01 -.8493E+03  .4149E+03   .9999229 -.0123025  .0016582
T  543  2 .4141306E+07   1080014E-01  .1478E+01 -.3151E+03   .9999672  .0039382 -.0070761
T  544  2 .4142588E+07   1080018E-01  .8403E+02  .1454E+03   .9999622  .0066311  .0056201
T  545  2 .4227731E+07   1080020E-01 -.2666E+03  .4664E+02   .9999420 -.0087337 -.0063000
T  546  2 .4186443E+07   1080000E-01  .1041E+03 -.1541E+03   .9999945  .0008120 -.0032161
T  547  2 .4194478E+07   1080011E-01  .3944E+03 -.3833E+03   .9998723  .0144849 -.0067524
T  548  2 .4167015E+07   1080018E-01  .5643E+03  .4297E+03   .9998741  .0147486  .0058612
T  549  2 .4181079E+07   1080008E-01 -.3429E+03 -.4794E+03   .9995210 -.0306900  .0039952
T  550  2 .4195564E+07   1080018E-01  .5727E+03  .6162E+03   .9999643  .0082772  .0016869
T  551  2 .4163281E+07   1080014E-01  .1369E+03  .5763E+03   .9999340  .0073355  .0088409
T  552  2 .4202245E+07   1080004E-01 -.4929E+03 -.1354E+03   .9999474 -.0085365 -.0056784
T  553  2 .4171668E+07   1080012E-01 -.6690E+03 -.3319E+03   .9999434 -.0091492 -.0054232
T  554  2 .4197059E+07   1080011E-01  .1791E+03 -.9708E+03   .9997837  .0089571 -.0187720
T  555  2 .4214890E+07   1080014E-01 -.6783E+03 -.5420E+03   .9999699 -.0064762 -.0042817
T  556  2 .4212023E+07   1080001E-01 -.2726E+02  .3006E+03   .9998678 -.0046226 -.0155868
T  557  2 .4151188E+07   1080016E-01 -.6806E+03 -.2971E+03   .9997938 -.0135859 -.0150920
T  558  2 .4148610E+07   1080015E-01  .7521E+03  .2331E+03   .9999694  .0075061  .0022021
T  559  2 .4225352E+07   1080013E-01  .2739E+03  .6842E+03   .9999889 -.0008010  .0046482
T  560  2 .4157360E+07   1080020E-01 -.7928E+03  .2511E+04   .9994111 -.0073387  .0335201
T  561  2 .4160826E+07   1080013E-01 -.1334E+03 -.3272E+03   .9999747  .0039219 -.0059378
T  562  2 .4200288E+07   1080013E-01  .1910E+03 -.2874E+03   .9999416  .0074974 -.0077787
T  563  2 .4199130E+07   1080017E-01  .1770E+03 -.2115E+03   .9999711  .0010338 -.0075256
T  564  2 .4223249E+07   1080016E-01 -.9335E+02  .4086E+03   .9999900 -.0013459  .0042592
T  565  2 .4196754E+07   1080008E-01  .5273E+03 -.1794E+02   .9999159  .0110129  .0068528
T  566  2 .4184221E+07   1080004E-01  .3478E+03  .2305E+03   .9998865  .0144675  .0041999
T  567  2 .4206012E+07   1080022E-01 -.1086E+04  .7904E+03   .9997342 -.0187380  .0134335
T  568  2 .4213965E+07   1080001E-01 -.1122E+03  .1389E+03   .9999997  .0007206 -.0002456
T  569  2 .4190443E+07   1080007E-01  .1658E+04  .1109E+04   .9998600  .0096317  .0136817
T  570  2 .4197924E+07   1080021E-01 -.1111E+04  .1569E+04   .9988981 -.0182708  .0432288
T  571  2 .4194747E+07   1080014E-01  .2336E+03 -.1349E+04   .9997780  .0009676 -.0210465
T  572  2 .4143453E+07   1080018E-01  .3260E+03 -.2961E+02   .9999584  .0059726  .0068897
T  573  2 .4164613E+07   1080014E-01 -.3876E+03  .3939E+03   .9999839 -.0048394 -.0029508
T  574  2 .4232047E+07   1080011E-01 -.1196E+03  .1808E+03   .9999993  .0006285  .0009915
T  575  2 .4159776E+07   1080020E-01  .4745E+03  .8857E+03   .9997727  .0100701  .0187903
T  576  2 .4173016E+07   1080002E-01  .6952E+02 -.4973E+02   .9999957 -.0016474  .0024212
T  577  2 .4209961E+07   1080012E-01 -.3445E+03 -.1927E+02   .9999422 -.0059554 -.0089540
T  578  2 .4168890E+07   1080020E-01  .3867E+03  .1225E+03   .9999798  .0063432  .0004667
T  579  2 .4188036E+07   1080021E-01  .3440E+04 -.8771E+03   .9991339  .0399499 -.0116413
T  580  2 .4191836E+07   1080017E-01  .4872E+03 -.8650E+03   .9999099  .0102731 -.0086362
T  581  2 .4166902E+07   1080021E-01 -.3881E+03  .4930E+03   .9999466 -.0075637  .0070356
T  582  2 .4160687E+07   1080007E-01  .2920E+03 -.7885E+02   .9999628  .0086079  .0004599
T  583  2 .4175299E+07   1080017E-01  .5445E+03  .1825E+02   .9999616  .0031473 -.0081779
T  584  2 .4176932E+07   1080014E-01  .1356E+03 -.7787E+03   .9999465 -.0029203 -.0099213
T  585  2 .4168411E+07   1080011E-01  .3220E+03 -.6762E+03   .9999162  .0097712 -.0084921
T  586  2 .4203468E+07   1080021E-01  .3274E+03 -.8515E+03   .9999228  .0063778 -.0106639
T  587  2 .4188802E+07   1080009E-01 -.6103E+03  .2206E+03   .9999277 -.0119659  .0011726
T  588  2 .4154913E+07   1080021E-01  .5394E+03 -.9603E+02   .9999816  .0005035  .0060424
T  589  2 .4154717E+07   1080019E-01 -.3852E+03  .8656E+02   .9999599 -.0087639 -.0018295
T  590  2 .4218032E+07   1080003E-01 -.1704E+03  .5792E+03   .9999952 -.0023206  .0020770
T  591  2 .4161219E+07   1080019E-01 -.2474E+03  .6525E+03   .9998917 -.0063060  .0132944
T  592  2 .4187455E+07   1080008E-01 -.3190E+03  .2768E+03   .9999801 -.0023179 -.0058641
T  593  2 .4168826E+07   1080020E-01  .7665E+03  .2027E+03   .9999111  .0131276 -.0023268
T  594  2 .4145663E+07   1080018E-01 -.1678E+03 -.2388E+03   .9999621  .0020065 -.0084753
T  595  2 .4151389E+07   1080010E-01  .8277E+03  .4680E+03   .9995586  .0234480  .0182431
T  596  2 .4140639E+07   1080018E-01 -.7187E+00  .6193E+03   .9999446  .0012155  .0104587
T  597  2 .4168023E+07   1080019E-01  .2039E+03 -.1022E+04   .9999286 -.0028462 -.0116079
T  598  2 .4180848E+07   1080014E-01  .3927E+02 -.5121E+03   .9999914  .0024073 -.0033804
T  599  2 .4192386E+07   1080015E-01 -.5377E+03  .1266E+03   .9999613 -.0087972  .0000304
T  600  2 .4211998E+07   1080017E-01 -.2586E+03 -.3967E+03   .9999975 -.0002188  .0022061
T  601  2 .4194865E+07   1080004E-01  .3640E+03 -.1522E+03   .9999933  .0020468 -.0030443
T  602  2 .4193923E+07   1080006E-01  .7372E+03  .2395E+03   .9999421  .0106458  .0015815
T  603  2 .4188436E+07   1080009E-01  .6606E+03 -.1244E+04   .9998342  .0057860 -.0172654
T  604  2 .4162503E+07   1080001E-01  .1325E+03 -.3531E+03   .9999886  .0014773 -.0045309
T  605  2 .4158328E+07   1080020E-01  .9987E+02  .6009E+03   .9999142 -.0080601  .0103294
T  606  2 .4167272E+07   1080011E-01  .1603E+03 -.2207E+03   .9999741  .0060524  .0038869
T  607  2 .4177749E+07   1080002E-01  .1315E+04 -.4733E+03   .9998863  .0139008 -.0058520
T  608  2 .4199405E+07   1080015E-01 -.5822E+03 -.3329E+03   .9999242  .0022971 -.0120962
T  609  2 .4178220E+07   1080016E-01  .7233E+03 -.4359E+03   .9998685  .0098165 -.0129119
T  610  2 .4188061E+07   1080013E-01  .4097E+03  .8581E+03   .9999247  .0096020  .0076354
T  611  2 .4174670E+07   1080021E-01 -.3157E+03  .2601E+03   .9998454 -.0142068  .0103624
T  612  2 .4250052E+07   1080018E-01 -.9766E+02  .5692E+03   .9999253 -.0012623  .0121576
T  613  2 .4200344E+07   1080009E-01  .5951E+03 -.1305E+03   .9999470  .0101003  .0020116
T  614  2 .4210602E+07   1080018E-01  .1431E+02  .4807E+02   .9999969 -.0004708 -.0024290
T  615  2 .4192296E+07   1080000E-01 -.9372E+03  .5837E+03   .9999920 -.0013172  .0037877
T  616  2 .4147258E+07   1080020E-01 -.1329E+03 -.2054E+03   .9999917 -.0011089  .0039172
T  617  2 .4180218E+07   1080001E-01  .4055E+03 -.8206E+03   .9997896  .0081561 -.0188229
T  618  2 .4162329E+07   1080008E-01  .3680E+03 -.1601E+03   .9999336  .0079165 -.0083774
T  619  2 .4176390E+07   1080006E-01 -.1851E+03 -.7479E+03   .9999017 -.0005794 -.0140103
T  620  2 .4214641E+07   1080013E-01  .3281E+03 -.1326E+03   .9999799  .0060934 -.0017685
T  621  2 .4164923E+07   1080018E-01  .1325E+03  .2304E+03   .9998313  .0178215  .0044372
T  622  2 .4195901E+07   1080005E-01 -.9664E+02  .1235E+03   .9999987 -.0012249 -.0010170
T  623  2 .4219678E+07   1080016E-01  .4323E+03 -.2077E+03   .9999763  .0065382 -.0021423
T  624  2 .4167913E+07   1080009E-01  .4232E+03 -.6663E+03   .9999556  .0001976 -.0094236
T  625  2 .4187673E+07   1080008E-01  .1560E+03  .4721E+02   .9999968  .0025046 -.0002593
T  626  2 .4193040E+07   1080019E-01 -.3416E+03 -.5342E+03   .9999666  .0010467 -.0081110
T  627  2 .4167253E+07   1080021E-01  .1182E+04  .1521E+04   .9998296  .0063492  .0173359
T  628  2 .4209499E+07   1080015E-01 -.6680E+03  .1225E+03   .9999758 -.0064283 -.0026640
T  629  2 .4152854E+07   1080015E-01 -.4535E+03 -.2220E+03   .9999836 -.0048703 -.0030288
T  630  2 .4127117E+07   1080015E-01  .5376E+03  .1703E+02   .9998078  .0117296 -.0157090
T  631  2 .4175579E+07   1080014E-01 -.1018E+04 -.3493E+03   .9997004 -.0244599 -.0009303
T  632  2 .4173657E+07   1080019E-01  .9905E+03  .1813E+03   .9998840  .0149258  .0030320
T  633  2 .4178023E+07   1080018E-01 -.5513E+03  .5325E+03   .9999566 -.0081907  .0044388
T  634  2 .4211438E+07   1080003E-01 -.1634E+03 -.4506E+03   .9999665 -.0068241 -.0045118
T  635  2 .4177178E+07   1080007E-01  .4447E+03  .1098E+03   .9999408  .0092319  .0057645
T  636  2 .4177895E+07   1080012E-01 -.7329E+03  .5384E+03   .9998202 -.0188663  .0019108
T  637  2 .4181220E+07   1080010E-01 -.1494E+03  .1591E+03   .9998972 -.0055443  .0132232
T  638  2 .4201646E+07   1080020E-01  .1192E+03  .4263E+03   .9999119 -.0008363  .0132485
T  639  2 .4174618E+07   1080021E-01 -.2833E+03 -.3918E+02   .9999953 -.0030595  .0002376
T  640  2 .4202547E+07   1080021E-01 -.6108E+03  .7383E+02   .9998855 -.0120488  .0091497
T  641  2 .4175660E+07   1080022E-01 -.8601E+03  .6445E+03   .9993483 -.0262460  .0247808
T  642  2 .4198868E+07   1080008E-01  .1345E+03 -.1916E+03   .9999821  .0003152 -.0059736
T  643  2 .4168957E+07   1080014E-01 -.1445E+03 -.1485E+03   .9999906  .0035623 -.0024736
T  644  2 .4159010E+07   1080022E-01  .5539E+03  .7522E+03   .9998013  .0064235  .0188684
T  645  2 .4158690E+07   1080009E-01 -.3586E+03  .4654E+02   .9970042 -.0068956 -.0770396
T  646  2 .4203512E+07   1080014E-01  .1321E+04  .9903E+02   .9998480  .0155333 -.0079192
T  647  2 .4134230E+07   1080009E-01 -.6920E+03 -.4194E+03   .9999920 -.0009317 -.0038938
T  648  2 .4189560E+07   1080005E-01  .4645E+03 -.2438E+03   .9998520  .0171186 -.0017295
T  649  2 .4202698E+07   1080004E-01  .2164E+03 -.2544E+03   .9999843  .0047053 -.0030461
T  650  2 .4212504E+07   1080017E-01 -.1811E+02 -.1290E+03   .9999850  .0029550 -.0046154
T  651  2 .4176240E+07   1080014E-01 -.2258E+01  .1489E+03   .9999917 -.0025807  .0031655
T  652  2 .4173664E+07   1080020E-01  .1288E+03 -.1106E+04   .9998386  .0037311 -.0175751
T  653  2 .4229931E+07   1080001E-01  .3578E+03  .2322E+03   .9999718  .0067655  .0032590
T  654  2 .4163037E+07   1080011E-01  .2753E+03 -.2836E+03   .9999908  .0042506 -.0004898
T  655  2 .4190247E+07   1080008E-01 -.4620E+03 -.7351E+03   .9998674 -.0040465 -.0157711
T  656  2 .4163599E+07   1080005E-01  .1202E+04  .8816E+03   .9997938  .0191791  .0066684
T  657  2 .4193107E+07   1080020E-01  .1008E+04  .3942E+02   .9997804  .0191607 -.0084863
T  658  2 .4137590E+07   1080002E-01 -.1017E+04  .8441E+03   .9998946 -.0073113  .0125397
T  659  2 .4182301E+07   1080010E-01  .9170E+02 -.4336E+03   .9999191  .0005402 -.0127063
T  660  2 .4139337E+07   1080012E-01  .1592E+02 -.1301E+03   .9999905  .0010947 -.0042182
T  661  2 .4170560E+07   1080016E-01 -.4466E+03 -.9793E+03   .9996623 -.0181572 -.0185929
T  662  2 .4159936E+07   1080011E-01 -.3067E+03 -.5976E+03   .9999809 -.0005120 -.0061642
T  663  2 .4206524E+07   1080018E-01 -.4845E+03  .1055E+03   .9998022 -.0198869  .0003195
T  664  2 .4168397E+07   1080017E-01 -.1884E+03 -.3697E+03   .9999798 -.0054223 -.0033069
T  665  2 .4167041E+07   1080017E-01 -.8463E+03 -.5239E+03   .9998360 -.0150647 -.0100503
T  666  2 .4207374E+07   1080011E-01  .2033E+03  .1478E+03   .9999869  .0050549 -.0007465
T  667  2 .4169030E+07   1080003E-01 -.5226E+03  .2799E+03   .9999737 -.0071543 -.0012035
T  668  2 .4213459E+07   1080022E-01  .2492E+03 -.4495E+03   .9999213  .0050345 -.0114935
T  669  2 .4160068E+07   1080013E-01 -.9959E+02  .4230E+02   .9999939 -.0034785  .0000075
T  670  2 .4214202E+07   1080001E-01  .3716E+03 -.4517E+03   .9999773  .0011531 -.0066340
T  671  2 .4178540E+07   1080002E-01  .1156E+04 -.5609E+03   .9999072  .0133746 -.0025715
T  672  2 .4187732E+07   1080022E-01 -.6766E+03 -.3860E+03   .9998388 -.0158374 -.0084548
T  673  2 .4200317E+07   1080013E-01  .2968E+03  .7501E+02   .9999746  .0070942  .0006802
T  674  2 .4152685E+07   1080015E-01  .1524E+03  .2951E+03   .9999571  .0035936  .0085425
T  675  2 .4152538E+07   1080008E-01  .8885E+02 -.5460E+03   .9999338  .0022978 -.0112730
T  676  2 .4180753E+07   1080005E-01 -.4457E+03  .5960E+03   .9999196 -.0098023  .0080473
T  677  2 .4171361E+07   1080012E-01  .6437E+03  .3596E+03   .9998684  .0061927  .0149940
T  678  2 .4176704E+07   1080003E-01 -.2823E+03 -.2704E+03   .9999802 -.0058746 -.0022735
T  679  2 .4171891E+07   1080019E-01 -.3371E+03 -.5471E+03   .9999865 -.0022869 -.0046757
T  680  2 .4204549E+07   1080012E-01  .6924E+03 -.2239E+03   .9999355  .0104604 -.0044188
T  681  2 .4178789E+07   1080014E-01 -.6757E+03  .1506E+04   .9994342 -.0105625  .0319339
T  682  2 .4208576E+07   1080019E-01 -.5521E+03 -.4517E+03   .9999959 -.0013331 -.0025457
T  683  2 .4154700E+07   1080007E-01  .3861E+03 -.3902E+03   .9999329 -.0007124 -.0115665
T  684  2 .4188044E+07   1080003E-01 -.1415E+03  .4576E+03   .9996248 -.0062306  .0266734
T  685  2 .4136441E+07   1080008E-01  .1675E+03 -.6334E+02   .9998967  .0088812 -.0112990
T  686  2 .4192577E+07   1080004E-01  .3172E+02 -.2133E+03   .9999742  .0057372 -.0043211
T  687  2 .4117176E+07   1080011E-01 -.1017E+04 -.2198E+03   .9998885 -.0124973 -.0081783
T  688  2 .4215731E+07   1080019E-01 -.4031E+03 -.4763E+02   .9998758 -.0100839  .0121084
T  689  2 .4175427E+07   1080011E-01 -.1861E+03 -.2666E+03   .9999763 -.0023071 -.0064880
T  690  2 .4214078E+07   1080020E-01 -.6052E+02  .2646E+03   .9999908 -.0017466  .0039059
T  691  2 .4143141E+07   1080018E-01 -.1891E+03  .7524E+03   .9999457 -.0010560  .0103639
T  692  2 .4174378E+07   1080018E-01 -.1432E+03 -.7681E+03   .9998245 -.0007943 -.0187198
T  693  2 .4160043E+07   1080012E-01  .4183E+03  .3781E+03   .9999155 -.0049657 -.0120137
T  694  2 .4197643E+07   1080010E-01 -.7757E+03 -.6125E+03   .9999201 -.0088012 -.0090789
T  695  2 .4147781E+07   1080000E-01  .6132E+03 -.1608E+03   .9999683  .0059318 -.0053128
T  696  2 .4145812E+07   1080019E-01 -.1163E+02  .5760E+03   .9999750 -.0067533  .0021177
T  697  2 .4185745E+07   1080018E-01 -.6349E+02  .5801E+03   .9999601 -.0027085  .0085111
T  698  2 .4151023E+07   1080001E-01  .1021E+03  .4644E+03   .9999579 -.0025051  .0088251
T  699  2 .4182536E+07   1080020E-01 -.2033E+03  .1427E+03   .9999730 -.0067065 -.0029948
T  700  2 .4158965E+07   1080013E-01  .3595E+03  .1488E+04   .9998692  .0049224  .0154064
T  701  2 .4195398E+07   1080021E-01 -.3196E+03  .4326E+03   .9998953 -.0100750  .0103846
T  702  2 .4205327E+07   1080000E-01  .2986E+03  .1879E+03   .9999883  .0048354 -.0000419
T  703  2 .4189618E+07   1080012E-01 -.6950E+02 -.9510E+01   .9999598 -.0061850 -.0064888
T  704  2 .4163738E+07   1080017E-01 -.1390E+04 -.8689E+03   .9998767 -.0144149 -.0062260
T  705  2 .4205195E+07   1080009E-01  .3424E+03 -.5386E+02   .9999969  .0014678 -.0020287
T  706  2 .4169418E+07   1080010E-01  .1192E+03 -.4465E+03   .9999571  .0075701 -.0053292
T  707  2 .4142579E+07   1080012E-01 -.1625E+03  .5020E+02   .9999946 -.0003172  .0032616
T  708  2 .4178071E+07   1080010E-01  .5118E+03 -.7694E+02   .9999212  .0068766 -.0105060
T  709  2 .4192199E+07   1080013E-01  .8264E+03  .1908E+03   .9996106  .0263181 -.0092686
T  710  2 .4192499E+07   1080016E-01 -.5048E+03 -.8084E+03   .9997588  .0051139 -.0213565
T  711  2 .4191475E+07   1080005E-01  .1066E+04 -.4579E+03   .9995950  .0240353 -.0152379
T  712  2 .4215767E+07   1080004E-01 -.1551E+03 -.3854E+03   .9999828 -.0046850 -.0035355
T  713  2 .4210903E+07   1080008E-01 -.5276E+03 -.7059E+02   .9999798 -.0039860  .0049602
T  714  2 .4191300E+07   1080017E-01 -.1744E+03 -.4685E+01   .9999891 -.0028752 -.0036696
T  715  2 .4202244E+07   1080001E-01  .3715E+03 -.1326E+03   .9998514  .0134276 -.0108070
T  716  2 .4201804E+07   1080017E-01 -.8402E+03 -.1137E+03   .9997810 -.0205003  .0042078
T  717  2 .4192076E+07   1080015E-01 -.3169E+02  .4277E+03   .9999365  .0112218  .0010361
T  718  2 .4178590E+07   1080019E-01 -.5112E+03  .3795E+02   .9999816 -.0060338  .0006088
T  719  2 .4184550E+07   1080013E-01  .1640E+04  .4196E+03   .9996978  .0214954  .0119267
T  720  2 .4184447E+07   1080004E-01  .9072E+02  .3500E+02   .9999944 -.0026835 -.0020020
T  721  2 .4151872E+07   1080011E-01 -.7074E+03  .3706E+02   .9999562 -.0090356  .0024283
T  722  2 .4208369E+07   1080013E-01  .3173E+03  .5517E+03   .9999397  .0064317  .0089031
T  723  2 .4145495E+07   1080004E-01  .1748E+03  .4301E+03   .9999271  .0014406  .0119889
T  724  2 .4191775E+07   1080019E-01 -.6380E+02  .2256E+03   .9999949  .0004958  .0031702
T  725  2 .4209880E+07   1080015E-01  .5756E+03  .2766E+03   .9998139  .0181250  .0066076
T  726  2 .4177701E+07   1080011E-01  .1701E+04  .1700E+03   .9994431  .0332544  .0027777
T  727  2 .4185712E+07   1080020E-01 -.4339E+01 -.7141E+03   .9998572 -.0005636 -.0168915
T  728  2 .4158186E+07   1080001E-01  .9086E+03  .7033E+03   .9998857  .0130092  .0077042
T  729  2 .4184880E+07   1080001E-01 -.5846E+03 -.1516E+03   .9995149  .0045044  .0308184
T  730  2 .4204021E+07   1080017E-01 -.5991E+03 -.6427E+03   .9999222 -.0097803 -.0077420
T  731  2 .4141109E+07   1080009E-01 -.1492E+02 -.8521E+03   .9996592  .0058214 -.0254461
T  732  2 .4199213E+07   1080018E-01 -.7012E+02 -.8666E+02   .9999646 -.0059823 -.0059208
T  733  2 .4143648E+07   1080004E-01 -.5210E+03  .1227E+04   .9999043 -.0073959  .0116916
T  734  2 .4158346E+07   1080019E-01  .2062E+02 -.5148E+03   .9999668  .0000086 -.0081512
T  735  2 .4176407E+07   1080013E-01  .2982E+03 -.1839E+03   .9999257  .0097528 -.0073068
T  736  2 .4215055E+07   1080015E-01 -.2202E+03  .2725E+03   .9999838 -.0053728  .0018735
T  737  2 .4147038E+07   1080009E-01  .3221E+02  .1486E+03   .9999816  .0032398 -.0051221
T  738  2 .4155163E+07   1080008E-01 -.2599E+04  .1845E+04   .9992714 -.0323019  .0203293
T  739  2 .4182382E+07   1080015E-01  .2338E+03 -.3534E+03   .9999697  .0008323 -.0077443
T  740  2 .4198730E+07   1080007E-01  .8408E+02 -.1401E+03   .9996894  .0076316 -.0237240
T  741  2 .4148417E+07   1080000E-01 -.5419E+02 -.3267E+03   .9999671 -.0063681 -.0050268
T  742  2 .4203144E+07   1080005E-01  .1208E+04  .2549E+02   .9997386  .0228608 -.0002189
T  743  2 .4110742E+07   1080005E-01  .5041E+03  .2711E+03   .9999631  .0037534  .0077212
T  744  2 .4209254E+07   1080000E-01 -.3054E+04  .4887E+03   .9993141 -.0366675  .0051739
T  745  2 .4170682E+07   1080019E-01 -.3718E+03 -.3158E+03   .9999294 -.0045234 -.0109839
T  746  2 .4204897E+07   1080012E-01 -.3118E+03 -.4021E+03   .9999572  .0005540 -.0092339
T  747  2 .4183536E+07   1080018E-01 -.4494E+03  .2759E+03   .9999543 -.0048376  .0082499
T  748  2 .4165579E+07   1080014E-01 -.2996E+03  .3373E+03   .9999415 -.0029914  .0103974
T  749  2 .4191966E+07   1080012E-01  .1159E+04 -.6980E+03   .9999490  .0072389 -.0070402
T  750  2 .4174185E+07   1080010E-01  .7294E+03 -.1679E+02   .9999367  .0112289  .0006617
T  751  2 .4193105E+07   1080000E-01 -.6489E+03  .6582E+03   .9999260 -.0062690  .0104282
T  752  2 .4182657E+07   1080015E-01  .3417E+03 -.1677E+03   .9999885  .0012313 -.0046456
T  753  2 .4158845E+07   1080021E-01  .1044E+04 -.2755E+03   .9999253  .0118650 -.0029289
T  754  2 .4146188E+07   1080015E-01 -.3886E+02  .2458E+03   .9999851  .0054529 -.0003116
T  755  2 .4170212E+07   1080019E-01  .4067E+03 -.2297E+03   .9999495 -.0027353 -.0096674
T  756  2 .4184569E+07   1080021E-01  .3008E+03 -.3208E+03   .9999634  .0067145 -.0053058
T  757  2 .4237177E+07   1080014E-01  .9935E+03 -.1325E+03   .9998494  .0173319 -.0009242
