============================== SRIM-2008.04 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= He(5.48 MeV) ==> Mylar+Mylar( 7.19 um) ====================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  483  2 .4649875E+07   7200128E-02 -.3630E+03 -.1809E+03   .9999966 -.0003020 -.0025931
T  484  2 .4633254E+07   7200138E-02 -.1916E+03  .2798E+03   .9999704 -.0058932  .0049561
T  485  2 .4635810E+07   7200213E-02 -.2442E+03  .1559E+03   .9999446 -.0073311  .0075571
T  486  2 .4650111E+07   7200162E-02  .4048E+03 -.1092E+03   .9999366  .0111760  .0013477
T  487  2 .4661357E+07   7200128E-02 -.3996E+02 -.4258E+03   .9999734  .0016129 -.0071177
T  488  2 .4613926E+07   7200086E-02  .9140E+02 -.1746E+02   .9999998  .0003120  .0006066
T  489  2 .4661103E+07   7200170E-02 -.1311E+03 -.1731E+03   .9999756 -.0068730  .0012204
T  490  2 .4665114E+07   7200001E-02  .3289E+03  .5049E+02   .9999901  .0044485 -.0002427
T  491  2 .4617207E+07   7200151E-02 -.4771E+02 -.8264E+01   .9999959 -.0018628  .0021917
T  492  2 .4629680E+07   7200180E-02  .1533E+02 -.3827E+03   .9999072  .0001064 -.0136263
T  493  2 .4624158E+07   7200078E-02 -.3616E+02 -.2480E+03   .9999729 -.0036996 -.0063686
T  494  2 .4673272E+07   7200048E-02 -.1980E+03 -.2147E+03   .9999458 -.0053868 -.0089117
T  495  2 .4660291E+07   7200170E-02  .2132E+02  .1788E+03   .9999987  .0008563 -.0013356
T  496  2 .4623805E+07   7200012E-02 -.1441E+03  .4316E+02   .9999403 -.0092060 -.0058862
T  497  2 .4632599E+07   7200174E-02  .8397E+02  .2910E+02   .9999970  .0023894 -.0005934
T  498  2 .4674832E+07   7200014E-02 -.6377E+02  .4895E+03   .9998986  .0047149  .0134337
T  499  2 .4647540E+07   7200128E-02 -.4639E+03 -.8841E+02   .9999415 -.0099483 -.0042430
T  500  2 .4585729E+07   7200081E-02  .4185E+04  .3353E+04   .9959155  .0708533  .0559656
T  501  2 .4662547E+07   7200081E-02 -.3057E+02 -.1424E+03   .9999784  .0020820 -.0062345
T  502  2 .4658376E+07   7200120E-02 -.3765E+03  .3646E+03   .9998984 -.0128720  .0061268
T  503  2 .4630590E+07   7200131E-02  .1125E+01  .1445E+03   .9999631  .0060669  .0060811
T  504  2 .4625025E+07   7200102E-02 -.1667E+03  .1008E+03   .9999842 -.0024561  .0050572
T  505  2 .4673193E+07   7200010E-02  .2142E+03  .9528E+03   .9984538  .0002625  .0555867
T  506  2 .4613903E+07   7200108E-02 -.4619E+03  .3525E+02   .9999023 -.0134319  .0038628
T  507  2 .4645785E+07   7200164E-02 -.9383E+02 -.1728E+03   .9999092 -.0117550 -.0065820
T  508  2 .4652200E+07   7200212E-02 -.5957E+02 -.1704E+03   .9999966 -.0023274 -.0011876
T  509  2 .4636418E+07   7200035E-02 -.2048E+03  .2153E+02   .9999465 -.0093700  .0043847
T  510  2 .4672494E+07   7200147E-02  .7254E+02 -.1879E+03   .9999924  .0006725 -.0038470
T  511  2 .4651298E+07   7200164E-02 -.1328E+03  .2288E+03   .9999759 -.0066026  .0021385
T  512  2 .4650929E+07   7200128E-02 -.4323E+02  .2461E+02   .9999972 -.0007038  .0022614
T  513  2 .4663354E+07   7200143E-02  .6114E+03  .1360E+04   .9994407  .0164963  .0290879
T  514  2 .4649055E+07   7200205E-02 -.2418E+03  .8192E+02   .9999818 -.0022968  .0055757
T  515  2 .4660034E+07   7200158E-02 -.2782E+03 -.1747E+03   .9998658 -.0154968 -.0053167
T  516  2 .4638225E+07   7200067E-02 -.7707E+02  .3543E+03   .9999908  .0040257  .0014513
T  517  2 .4645486E+07   7200206E-02  .2195E+03  .4128E+03   .9999171  .0093565  .0088478
T  518  2 .4634938E+07   7200005E-02  .1130E+03 -.7123E+02   .9999757 -.0059886 -.0035621
T  519  2 .4623060E+07   7200191E-02 -.5540E+03  .1190E+03   .9999739 -.0071872 -.0007030
T  520  2 .4622448E+07   7200212E-02  .1479E+03 -.3432E+03   .9998904  .0106088 -.0103290
T  521  2 .4636298E+07   7200065E-02 -.2097E+03  .1436E+03   .9999784 -.0064885 -.0010589
T  522  2 .4682103E+07   7200007E-02  .1423E+03  .6108E+03   .9994438  .0010577  .0333311
T  523  2 .4644741E+07   7200087E-02 -.1485E+02  .1108E+03   .9999955 -.0025252  .0016371
T  524  2 .4636347E+07   7200176E-02 -.4807E+03  .4897E+03   .9997256 -.0158310  .0172658
T  525  2 .4644281E+07   7200183E-02  .1001E+03 -.3262E+02   .9999971  .0016353 -.0017801
T  526  2 .4646804E+07   7200097E-02  .1767E+03 -.1322E+02   .9999599  .0087111 -.0020565
T  527  2 .4658053E+07   7200065E-02 -.8478E+03  .4582E+03   .9991640 -.0362343  .0189310
T  528  2 .4640103E+07   7200181E-02  .3026E+02 -.4181E+02   .9999981  .0018264  .0006477
T  529  2 .4669986E+07   7200042E-02 -.1708E+03  .1068E+03   .9999947 -.0029522  .0013422
T  530  2 .4638005E+07   7200040E-02 -.5829E+03 -.1854E+02   .9997282 -.0232731 -.0013624
T  531  2 .4657807E+07   7200074E-02  .3091E+03  .3034E+03   .9999389  .0071584  .0084286
T  532  2 .4632191E+07   7200206E-02 -.9703E+02  .3670E+03   .9999561 -.0027623  .0089485
T  533  2 .4619882E+07   7200183E-02  .2736E+02  .1108E+02   .9999809  .0002250  .0061707
T  534  2 .4652071E+07   7200061E-02 -.9034E+01 -.3060E+03   .9999166 -.0074385 -.0105610
T  535  2 .4649004E+07   7200199E-02 -.4805E+02  .2255E+03   .9999895 -.0026633  .0037274
T  536  2 .4678011E+07   7200180E-02  .6712E+02  .3215E+03   .9999837 -.0041572  .0039150
T  537  2 .4632682E+07   7200185E-02  .2683E+03 -.9466E+03   .9998415  .0047741 -.0171521
T  538  2 .4660175E+07   7200003E-02  .5649E+02 -.3205E+02   .9999904  .0025914  .0035407
T  539  2 .4662253E+07   7200179E-02 -.2925E+03  .5439E+02   .9999801 -.0030488  .0055203
T  540  2 .4639422E+07   7200079E-02 -.3410E+03  .3325E+03   .9998420 -.0129446  .0121800
T  541  2 .4618663E+07   7200162E-02  .9255E+02  .9942E+02   .9999879 -.0027402  .0040902
T  542  2 .4636152E+07   7200009E-02 -.4812E+03 -.6950E+03   .9987312 -.0249753 -.0437286
T  543  2 .4630966E+07   7200097E-02  .1437E+03 -.1952E+03   .9999271  .0110844 -.0047791
T  544  2 .4660597E+07   7200186E-02 -.6406E+02 -.1599E+03   .9999616 -.0070607 -.0051874
T  545  2 .4631808E+07   7200059E-02 -.6991E+02 -.5876E+03   .9999509  .0035053 -.0092685
T  546  2 .4643535E+07   7200020E-02 -.2630E+02 -.1839E+03   .9999869 -.0028678 -.0042491
T  547  2 .4650627E+07   7200133E-02  .1228E+02  .2929E+02   .9999943 -.0033768  .0000482
T  548  2 .4628304E+07   7200178E-02  .2194E+03  .1280E+03   .9999796  .0029259  .0056695
T  549  2 .4643390E+07   7200191E-02  .6821E+02 -.4602E+03   .9998527  .0023180 -.0170080
T  550  2 .4677552E+07   7200171E-02 -.2967E+03  .8828E+02   .9999885 -.0003864  .0047711
T  551  2 .4639493E+07   7200068E-02  .3016E+02 -.4762E+02   .9999987 -.0012583  .0009960
T  552  2 .4640688E+07   7200183E-02  .1126E+02  .1992E+02   .9999870  .0023302  .0045293
T  553  2 .4672965E+07   7200145E-02 -.2461E+02  .1392E+03   .9999820 -.0036708  .0047358
T  554  2 .4626055E+07   7200021E-02  .1676E+03  .1687E+03   .9999732  .0068142  .0026714
T  555  2 .4638910E+07   7200096E-02  .4937E+02 -.3079E+03   .9999426 -.0084959 -.0065291
T  556  2 .4636430E+07   7200001E-02 -.3978E+02 -.8215E+02   .9999784 -.0034753 -.0055869
T  557  2 .4621991E+07   7200105E-02 -.9995E+02 -.1455E+03   .9999639 -.0007005 -.0084653
T  558  2 .4622265E+07   7200164E-02 -.2489E+03  .5836E+03   .9999412 -.0047270  .0097559
T  559  2 .4639728E+07   7200092E-02  .1588E+03 -.2262E+03   .9999747  .0040727 -.0058401
T  560  2 .4624518E+07   7200204E-02  .8460E+02  .4848E+03   .9998997  .0033921  .0137519
T  561  2 .4659177E+07   7200056E-02 -.4451E+02  .3438E+03   .9999792  .0002919  .0064415
T  562  2 .4648663E+07   7200172E-02  .4584E+02  .2599E+03   .9999858  .0013723  .0051570
T  563  2 .4662133E+07   7200136E-02  .1845E+03 -.1250E+03   .9999470  .0100834 -.0020733
T  564  2 .4669670E+07   7200210E-02 -.4253E+03 -.3525E+03   .9999190 -.0093946 -.0085815
T  565  2 .4676303E+07   7200202E-02 -.2058E+03  .1954E+03   .9999605 -.0051042  .0072776
T  566  2 .4657789E+07   7200062E-02  .4696E+01 -.3251E+02   .9999971 -.0021991  .0009785
T  567  2 .4655621E+07   7200137E-02  .3693E+02 -.6760E+02   .9999733  .0072913  .0005001
T  568  2 .4658911E+07   7200126E-02 -.1720E+03 -.1513E+03   .9999844  .0015712  .0053635
T  569  2 .4650419E+07   7200139E-02 -.5707E+02  .5330E+02   .9999967  .0023756  .0009512
T  570  2 .4666310E+07   7200157E-02  .1520E+03 -.3600E+03   .9999593  .0084403 -.0031973
T  571  2 .4663816E+07   7200192E-02  .1863E+03 -.2911E+02   .9999936  .0035791  .0001227
T  572  2 .4655915E+07   7200005E-02 -.2548E+02  .5285E+02   .9999872  .0013796 -.0048650
T  573  2 .4642826E+07   7200082E-02 -.1775E+03 -.3182E+02   .9999893 -.0030330 -.0034880
T  574  2 .4661759E+07   7200216E-02 -.3270E+03  .3214E+03   .9999430 -.0088543  .0059721
T  575  2 .4637749E+07   7200099E-02 -.1249E+03 -.3338E+03   .9998795 -.0030149 -.0152280
T  576  2 .4669946E+07   7200180E-02  .7362E+02  .1098E+03   .9999995 -.0001361 -.0010026
T  577  2 .4627919E+07   7200201E-02 -.2583E+03 -.3693E+02   .9999417 -.0105487 -.0022863
T  578  2 .4631772E+07   7200125E-02  .1882E+03 -.1745E+03   .9999875 -.0035752 -.0035095
T  579  2 .4641789E+07   7200199E-02 -.1950E+03 -.1040E+03   .9998110 -.0071904 -.0180640
T  580  2 .4635694E+07   7200125E-02  .1204E+03  .2110E+03   .9999670  .0066695  .0046470
T  581  2 .4647333E+07   7200011E-02 -.9010E+03 -.1192E+04   .9992252 -.0223172 -.0324180
T  582  2 .4631296E+07   7200000E-02 -.1978E+03  .2390E+02   .9999783 -.0058084  .0030974
T  583  2 .4656347E+07   7200214E-02  .2880E+03  .4547E+03   .9999159  .0038109  .0123992
T  584  2 .4661767E+07   7200130E-02 -.5037E+02 -.6014E+02   .9999909 -.0042436 -.0003666
T  585  2 .4632104E+07   7200090E-02  .3227E+03 -.3914E+03   .9989885  .0269584 -.0359889
T  586  2 .4638232E+07   7200177E-02  .4069E+03 -.7822E+02   .9998746  .0156946 -.0020953
T  587  2 .4654298E+07   7200044E-02 -.7632E+03 -.2079E+03   .9992741 -.0380635  .0015699
T  588  2 .4671014E+07   7200043E-02 -.4925E+03  .4513E+02   .9999704 -.0076844  .0004396
T  589  2 .4652733E+07   7200110E-02 -.2444E+03 -.3576E+03   .9999571  .0011911 -.0091840
T  590  2 .4635829E+07   7200117E-02 -.1706E+02  .1647E+03   .9999888 -.0014880  .0044997
T  591  2 .4641857E+07   7200208E-02 -.1301E+03  .1872E+03   .9999735 -.0066355  .0029916
T  592  2 .4632690E+07   7200189E-02 -.9090E+01  .4903E+01   .9999335  .0115022  .0007921
T  593  2 .4636468E+07   7200022E-02 -.3271E+03 -.1547E+03   .9999896 -.0035590 -.0028672
T  594  2 .4659065E+07   7200190E-02 -.2079E+03  .1013E+03   .9999774 -.0065476  .0015114
T  595  2 .4669450E+07   7200152E-02 -.4370E+03 -.2817E+03   .9999403 -.0090603 -.0061083
T  596  2 .4625479E+07   7200145E-02 -.1245E+03 -.1800E+03   .9999993  .0007030  .0009482
T  597  2 .4629148E+07   7200000E-02 -.7284E+02 -.2503E+03   .9999810  .0011518 -.0060479
T  598  2 .4620142E+07   7200087E-02  .2855E+03 -.3219E+03   .9998770  .0077758 -.0136174
T  599  2 .4682691E+07   7200003E-02 -.1927E+03  .6074E+02   .9999731 -.0069735  .0022708
T  600  2 .4631084E+07   7200204E-02 -.5622E+02  .4456E+03   .9999785 -.0010713  .0064670
T  601  2 .4646804E+07   7200008E-02 -.1403E+03  .2181E+03   .9999583 -.0083474  .0036975
T  602  2 .4654295E+07   7200037E-02 -.5145E+01 -.1314E+02   .9999986  .0017022  .0000028
T  603  2 .4650453E+07   7200096E-02 -.1665E+03  .5783E+02   .9999788 -.0016882 -.0062810
T  604  2 .4636778E+07   7200002E-02 -.5055E+01  .3003E+03   .9999552 -.0039660  .0085945
T  605  2 .4637032E+07   7200177E-02 -.6222E+03  .3131E+02   .9998308 -.0183915  .0001745
T  606  2 .4637143E+07   7200090E-02 -.2164E+03 -.8095E+00   .9999695 -.0078152 -.0000726
T  607  2 .4638886E+07   7200002E-02 -.5786E+02  .3129E+03   .9999651 -.0013357  .0082490
T  608  2 .4641470E+07   7200190E-02  .7343E+01 -.1194E+03   .9999064  .0106977 -.0085292
T  609  2 .4636240E+07   7200147E-02 -.2107E+03 -.4396E+03   .9999740 -.0065875 -.0029230
T  610  2 .4634124E+07   7200010E-02  .1016E+03  .2423E+03   .9999928 -.0033588  .0017917
T  611  2 .4678524E+07   7200022E-02  .3793E+03  .8954E+02   .9998727  .0152299  .0047534
T  612  2 .4689772E+07   7200027E-02  .6631E+01 -.6452E+03   .9998846  .0060013 -.0139568
T  613  2 .4654446E+07   7200080E-02  .2313E+03 -.1974E+03   .9999737  .0053324 -.0049194
T  614  2 .4647902E+07   7200032E-02  .7965E+02  .4695E+02   .9999829  .0022965  .0053845
T  615  2 .4646244E+07   7200075E-02  .3292E+03  .3824E+02   .9999352  .0113812  .0000333
T  616  2 .4638238E+07   7200074E-02 -.1227E+03  .1699E+03   .9999804 -.0061721  .0010399
T  617  2 .4642733E+07   7200126E-02  .1442E+03  .3995E+02   .9999763  .0061630  .0030701
T  618  2 .4664415E+07   7200012E-02  .3628E+03  .4996E+02   .9999498  .0093574  .0035727
T  619  2 .4619828E+07   7200217E-02 -.2076E+03  .1414E+03   .9999842 -.0021684  .0051950
T  620  2 .4633495E+07   7200120E-02 -.2433E+03 -.1881E+02   .9999943 -.0032651 -.0009147
T  621  2 .4640707E+07   7200008E-02 -.2381E+03  .1294E+02   .9999912 -.0040198  .0011674
T  622  2 .4620022E+07   7200181E-02  .3846E+03  .2321E+03   .9999469  .0048926  .0090673
T  623  2 .4644695E+07   7200124E-02 -.1497E+03 -.6443E+02   .9999988  .0001994 -.0015172
T  624  2 .4649783E+07   7200034E-02 -.1563E+02  .7735E+02   .9999933  .0036524 -.0001986
T  625  2 .4632509E+07   7200139E-02  .5340E+02 -.3789E+03   .9999429 -.0051471 -.0093608
T  626  2 .4620525E+07   7200038E-02 -.2554E+03 -.2473E+02   .9999836 -.0056387  .0010013
T  627  2 .4647994E+07   7200090E-02  .1939E+02 -.4075E+02   .9999935 -.0035874 -.0003348
T  628  2 .4637450E+07   7200177E-02 -.1642E+03  .1456E+02   .9999916 -.0022910 -.0034000
T  629  2 .4637252E+07   7200056E-02  .1034E+03 -.1155E+03   .9999994 -.0005785 -.0009229
T  630  2 .4658968E+07   7200008E-02 -.2883E+02  .3475E+03   .9999729  .0034098  .0065234
T  631  2 .4631111E+07   7200047E-02  .6285E+02 -.8311E+02   .9999977  .0014023 -.0016442
T  632  2 .4665646E+07   7200172E-02  .7734E+02 -.1973E+03   .9999536  .0060159 -.0075229
T  633  2 .4658430E+07   7200215E-02  .9807E+02  .1673E+03   .9998561  .0001585  .0169627
T  634  2 .4627340E+07   7200091E-02 -.1995E+03  .6249E+02   .9999951 -.0007462  .0030266
T  635  2 .4637892E+07   7200122E-02  .2664E+03 -.4445E+02   .9999675 -.0008692 -.0080194
T  636  2 .4654653E+07   7200019E-02 -.4265E+01 -.2699E+03   .9998557  .0011925 -.0169481
T  637  2 .4656935E+07   7200216E-02 -.1196E+03  .4606E+03   .9999300 -.0006644  .0118092
T  638  2 .4669406E+07   7200085E-02  .3460E+03 -.2723E+03   .9999706  .0061122 -.0046332
T  639  2 .4647309E+07   7200136E-02 -.1602E+03  .6921E+02   .9999991 -.0010846 -.0008256
T  640  2 .4633842E+07   7200122E-02 -.2111E+03  .3574E+03   .9999105 -.0012793  .0133152
T  641  2 .4623568E+07   7200068E-02  .7950E+02 -.7167E+02   .9999945  .0024332 -.0022472
T  642  2 .4670438E+07   7200085E-02  .2204E+02 -.1318E+02   .9999967  .0001111 -.0025487
T  643  2 .4610162E+07   7200004E-02  .5966E+02  .9805E+02   .9999860  .0042185  .0032044
T  644  2 .4652488E+07   7200140E-02 -.4348E+03 -.2940E+03   .9998824 -.0074679 -.0133927
T  645  2 .4674680E+07   7200128E-02  .1155E+03  .1560E+03   .9999876  .0018327  .0046408
T  646  2 .4646685E+07   7200147E-02 -.1103E+03 -.4026E+03   .9999677 -.0033209 -.0073211
T  647  2 .4617703E+07   7200140E-02  .2223E+02  .3232E+03   .9999666 -.0016090  .0080080
T  648  2 .4661749E+07   7200192E-02 -.1720E+03 -.1279E+03   .9999576 -.0042727 -.0081523
T  649  2 .4671746E+07   7200102E-02 -.1149E+04  .5936E+03   .9987624 -.0468081  .0168153
T  650  2 .4649700E+07   7200108E-02  .1846E+03  .2580E+03   .9999780  .0054302  .0038021
T  651  2 .4642231E+07   7200185E-02 -.2894E+03 -.8070E+02   .9999687 -.0076875  .0018542
T  652  2 .4654058E+07   7200021E-02 -.2868E+02  .9386E+02   .9999974  .0015966  .0016287
T  653  2 .4658333E+07   7200066E-02 -.1986E+01 -.6356E+03   .9999357 -.0043076 -.0104865
T  654  2 .4648208E+07   7200054E-02  .1958E+03 -.5588E+02   .9999916  .0039365  .0011393
T  655  2 .4644137E+07   7200079E-02 -.1918E+03  .9861E+02   .9999845 -.0038828 -.0039817
T  656  2 .4660177E+07   7200190E-02  .6003E+02  .3910E+02   .9999589  .0044013  .0079305
T  657  2 .4614520E+07   7200132E-02  .1466E+03 -.1531E+03   .9999826  .0051070 -.0029591
T  658  2 .4685987E+07   7200128E-02  .4541E+03 -.9253E+02   .9999447  .0105126  .0002632
T  659  2 .4661567E+07   7200166E-02 -.9187E+02  .8957E+01   .9999940  .0033489 -.0009206
T  660  2 .4679372E+07   7200044E-02 -.2895E+03 -.6422E+03   .9999391  .0023308 -.0107880
T  661  2 .4632797E+07   7200196E-02  .3598E+02  .2843E+03   .9999443 -.0009073  .0105163
T  662  2 .4661146E+07   7200217E-02 -.8184E+02  .2838E+03   .9999646 -.0001089  .0084140
T  663  2 .4642529E+07   7200184E-02  .1286E+03  .1726E+03   .9999749  .0035181  .0061424
T  664  2 .4685018E+07   7200002E-02  .2412E+03 -.1723E+03   .9999625  .0066788 -.0055054
T  665  2 .4636126E+07   7200145E-02 -.1809E+03 -.7977E+02   .9999896 -.0026529 -.0037225
T  666  2 .4675249E+07   7200025E-02 -.6048E+02  .2270E+03   .9999981  .0001082  .0019271
T  667  2 .4622168E+07   7200196E-02  .1706E+03  .3307E+01   .9999990  .0014161 -.0001975
T  668  2 .4666448E+07   7200001E-02 -.2816E+03 -.9822E+00   .9999958 -.0028331  .0006098
T  669  2 .4649215E+07   7200215E-02 -.1983E+04 -.7217E+03   .9994305 -.0306089 -.0142043
T  670  2 .4661686E+07   7200179E-02  .2510E+03  .7291E+01   .9999857  .0019212 -.0049867
T  671  2 .4674835E+07   7200001E-02  .5983E+00 -.6748E+02   .9999600  .0052119 -.0072714
T  672  2 .4649287E+07   7200042E-02  .1429E+03  .2955E+03   .9999780  .0065025 -.0013124
T  673  2 .4664360E+07   7200197E-02 -.8111E+02 -.8908E+02   .9999859  .0025049 -.0046796
T  674  2 .4662997E+07   7200061E-02 -.2337E+03  .1945E+02   .9999885 -.0047646 -.0004490
T  675  2 .4635460E+07   7200014E-02 -.7637E+02  .4522E+02   .9999894 -.0011374  .0044565
T  676  2 .4671934E+07   7200162E-02  .1704E+03  .3671E+02   .9999669  .0019595 -.0078973
T  677  2 .4675460E+07   7200016E-02  .9981E+02  .6358E+02   .9999919  .0038699 -.0010747
T  678  2 .4622717E+07   7200044E-02 -.3962E+03  .3738E+01   .9999490 -.0100983 -.0001130
T  679  2 .4602345E+07   7200058E-02  .1155E+03  .2336E+03   .9999260  .0074632  .0096099
T  680  2 .4657937E+07   7200059E-02  .6089E+03 -.2578E+03   .9998512  .0159772 -.0065007
T  681  2 .4657044E+07   7200216E-02 -.4807E+02 -.1054E+03   .9999982  .0011280  .0015393
T  682  2 .4650172E+07   7200141E-02  .6646E+02 -.2047E+03   .9982691  .0195418  .0554694
T  683  2 .4671563E+07   7200192E-02  .2449E+03 -.2747E+02   .9999713  .0055979 -.0051128
T  684  2 .4615425E+07   7200041E-02  .2858E+02  .2034E+03   .9999923 -.0015419  .0036085
T  685  2 .4612873E+07   7200159E-02  .3614E+03 -.7879E+02   .9999355  .0101085 -.0051857
T  686  2 .4647971E+07   7200037E-02 -.1633E+02  .2516E+03   .9999968  .0005047  .0024713
T  687  2 .4660797E+07   7200198E-02 -.9655E+02 -.6588E+02   .9999990 -.0013642 -.0003351
T  688  2 .4671316E+07   7200007E-02 -.8581E+02 -.4358E+01   .9999760 -.0062079 -.0030808
T  689  2 .4651039E+07   7200006E-02  .1468E+02  .4926E+02   .9999999 -.0001344 -.0003415
T  690  2 .4634159E+07   7200170E-02  .7994E+02  .1193E+04   .9997089  .0007114  .0241171
T  691  2 .4642495E+07   7200144E-02  .4386E+03  .4923E+03   .9997722  .0167758  .0131969
T  692  2 .4629086E+07   7200111E-02 -.2974E+03  .2819E+03   .9998902 -.0084282  .0121920
T  693  2 .4673143E+07   7200106E-02  .3532E+03  .2136E+03   .9999930 -.0033715 -.0016514
T  694  2 .4623017E+07   7200115E-02  .3540E+03 -.2753E+03   .9998719  .0029732  .0157250
T  695  2 .4670422E+07   7200204E-02 -.1008E+03 -.2985E+03   .9999948 -.0018682 -.0026292
T  696  2 .4631717E+07   7200038E-02  .9262E+02  .5990E+02   .9999924 -.0023966  .0030652
T  697  2 .4651525E+07   7200069E-02 -.5439E+03  .1291E+03   .9999676 -.0051281  .0062009
T  698  2 .4646430E+07   7200036E-02 -.3125E+03  .2721E+03   .9999743 -.0069379  .0017981
T  699  2 .4634976E+07   7200112E-02 -.1891E+03  .1107E+03   .9999837 -.0047596  .0031585
T  700  2 .4622530E+07   7200059E-02  .2902E+03  .4718E+03   .9999303  .0052534  .0105736
T  701  2 .4627916E+07   7200086E-02 -.3208E+02  .1751E+03   .9999943  .0026614  .0020643
T  702  2 .4630808E+07   7200133E-02  .2601E+03  .1945E+03   .9999340  .0077418  .0084899
T  703  2 .4644364E+07   7200169E-02 -.1833E+03  .1775E+03   .9999670 -.0051064  .0063246
T  704  2 .4625368E+07   7200200E-02 -.1297E+03  .9397E+02   .9999389 -.0110567  .0000774
T  705  2 .4656765E+07   7200024E-02 -.8403E+02  .9664E+03   .9996769  .0022628  .0253182
T  706  2 .4622249E+07   7200004E-02 -.3108E+03 -.2243E+02   .9999652 -.0081912 -.0016044
T  707  2 .4643115E+07   7200047E-02  .6336E+02  .6366E+02   .9999918  .0040379 -.0002135
T  708  2 .4635131E+07   7200073E-02  .8725E+01  .7494E+03   .9999063  .0041320  .0130531
T  709  2 .4672365E+07   7200034E-02  .1627E+03 -.1017E+03   .9999747  .0069265 -.0016318
T  710  2 .4645073E+07   7200149E-02  .3322E+03 -.1259E+03   .9999821  .0059806  .0001656
T  711  2 .4637348E+07   7200021E-02  .4165E+03 -.3591E+03   .9999164  .0097509 -.0084915
T  712  2 .4624694E+07   7200139E-02 -.1593E+03 -.4025E+03   .9999052 -.0064134 -.0121821
T  713  2 .4614113E+07   7200038E-02 -.1849E+02  .3822E+03   .9998627 -.0024212  .0163949
T  714  2 .4620973E+07   7200001E-02 -.3833E+03  .2592E+02   .9999429 -.0106752  .0004179
T  715  2 .4621630E+07   7200053E-02  .1445E+03 -.1677E+03   .9999937  .0031035 -.0016944
T  716  2 .4614573E+07   7200210E-02  .5612E+02 -.4284E+02   .9999604  .0045626 -.0076349
T  717  2 .4608390E+07   7200200E-02 -.1061E+03  .3645E+03   .9999387 -.0014806  .0109766
T  718  2 .4648240E+07   7200106E-02 -.4012E+03 -.1449E+03   .9999557 -.0084329 -.0041898
T  719  2 .4667661E+07   7200018E-02 -.4685E+03  .4116E+03   .9996736 -.0162167  .0197413
T  720  2 .4680710E+07   7200089E-02 -.5132E+03  .1757E+03   .9999581 -.0055210  .0072987
T  721  2 .4632212E+07   7200016E-02 -.4653E+03  .1027E+03   .9999632 -.0085748  .0000822
T  722  2 .4673229E+07   7200185E-02 -.1933E+03  .1199E+03   .9999628 -.0086215  .0000887
T  723  2 .4641481E+07   7200159E-02  .9840E+02  .1596E+03   .9999785  .0021630  .0061921
T  724  2 .4629934E+07   7200054E-02 -.4200E+03  .1037E+04   .9996154 -.0102691  .0257608
T  725  2 .4606267E+07   7200137E-02 -.6300E+01 -.1276E+03   .9999674 -.0054359 -.0059656
T  726  2 .4647288E+07   7200184E-02 -.8883E+02 -.5227E+02   .9999940  .0014165 -.0031519
T  727  2 .4688032E+07   7200007E-02  .9170E+02  .1837E+03   .9999698  .0067103  .0039088
T  728  2 .4631697E+07   7200087E-02  .7066E+01  .4405E+02   .9999942  .0022358  .0025686
T  729  2 .4613776E+07   7200208E-02 -.1556E+03  .6195E+03   .9999404 -.0032589  .0104163
T  730  2 .4636399E+07   7200181E-02 -.1342E+02  .3559E+03   .9999860  .0017002  .0050141
T  731  2 .4670792E+07   7200098E-02  .3643E+03 -.1450E+03   .9999565  .0082310 -.0043951
T  732  2 .4618248E+07   7200149E-02 -.7889E+02  .1854E+03   .9999261 -.0021875  .0119593
T  733  2 .4640055E+07   7200039E-02  .1266E+03 -.4639E+03   .9998608  .0076347 -.0148337
T  734  2 .4658676E+07   7200210E-02 -.1921E+03  .2372E+03   .9999802 -.0032402  .0053881
T  735  2 .4689024E+07   7200122E-02  .6854E+03 -.8117E+03   .9991074  .0318073 -.0277959
T  736  2 .4656884E+07   7200079E-02 -.1648E+03  .2842E+03   .9999329 -.0047611  .0105629
T  737  2 .4627770E+07   7200047E-02  .4524E+03 -.5171E+02   .9999513  .0097768 -.0013129
T  738  2 .4642680E+07   7200071E-02  .3183E+03 -.2712E+03   .9996873  .0234334 -.0087312
T  739  2 .4621837E+07   7200001E-02 -.7839E+03 -.8507E+02   .9999232 -.0123927  .0002477
T  740  2 .4655745E+07   7200007E-02  .8628E+03 -.2238E+03   .9998238  .0170091 -.0079470
T  741  2 .4671272E+07   7200132E-02  .8648E+03 -.1331E+03   .9999118  .0132144  .0013515
T  742  2 .4649434E+07   7200095E-02 -.1706E+02  .4659E+02   .9999569 -.0092840  .0001050
T  743  2 .4651686E+07   7200201E-02 -.2680E+03  .1836E+03   .9999968 -.0021371  .0013901
