============================== SRIM-2008.04 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= He(5.48 MeV) ==> Mylar+Mylar+Mylar+Mylar+( 17.9 um) =======
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  497  2 .3132708E+07   1800013E-01  .2823E+03 -.3628E+03   .9999958  .0014085  .0025473
T  498  2 .3172918E+07   1800022E-01 -.1300E+03 -.2288E+03   .9999713 -.0062527 -.0042770
T  499  2 .3205060E+07   1800010E-01  .2512E+04 -.3225E+04   .9997390  .0093147 -.0208629
T  500  2 .3130264E+07   1800015E-01  .1084E+04  .2114E+03   .9997582  .0209205  .0067671
T  501  2 .3161965E+07   1800012E-01  .1872E+04  .2780E+04   .9989778  .0219634  .0395087
T  502  2 .3153674E+07   1800019E-01  .1437E+04  .4738E+03   .9999782 -.0060778 -.0025700
T  503  2 .3123773E+07   1800001E-01  .2487E+03 -.3422E+04   .9992235  .0068006 -.0388080
T  504  2 .3090992E+07   1800011E-01 -.2763E+03  .1509E+04   .9998871 -.0068108  .0133921
T  505  2 .3086434E+07   1800021E-01  .1384E+04 -.4994E+04   .9990282  .0141202 -.0417529
T  506  2 .3108955E+07   1800003E-01  .4039E+03 -.4926E+02   .9999734  .0000875 -.0072995
T  507  2 .3215883E+07   1800008E-01  .3828E+04 -.1991E+04   .9994180  .0340672  .0017365
T  508  2 .3110872E+07   1800010E-01 -.1065E+04 -.2048E+03   .9999797 -.0041943  .0048013
T  509  2 .3163575E+07   1800014E-01  .1502E+04  .3769E+03   .9998262  .0186420 -.0001274
T  510  2 .3110453E+07   1800016E-01  .1295E+04  .2001E+04   .9997445  .0161083  .0158576
T  511  2 .3195633E+07   1800022E-01  .9358E+03 -.8146E+03   .9999093  .0133977  .0013566
T  512  2 .3147754E+07   1800003E-01  .4176E+03  .1757E+02   .9997051 -.0066512  .0233550
T  513  2 .3094353E+07   1800021E-01 -.1028E+04  .1007E+04   .9997441 -.0072400  .0214303
T  514  2 .3130072E+07   1800010E-01  .7572E+03  .1267E+04   .9986816 -.0183578  .0479389
T  515  2 .3137162E+07   1800001E-01  .1840E+04 -.8324E+03   .9995423  .0292028 -.0079040
T  516  2 .3149133E+07   1800002E-01  .1734E+04 -.2020E+03   .9999428  .0095675  .0047740
T  517  2 .3196404E+07   1800017E-01  .1273E+04  .2744E+04   .9997406  .0067899  .0217378
T  518  2 .3119115E+07   1800021E-01 -.1738E+04  .2202E+04   .9995594 -.0172842  .0241308
T  519  2 .3155129E+07   1800002E-01  .1041E+04 -.2919E+03   .9999073  .0133707  .0025544
T  520  2 .3176547E+07   1800017E-01  .1056E+04  .8683E+03   .9999445  .0067562 -.0080787
T  521  2 .3133652E+07   1800007E-01  .2053E+04 -.3199E+02   .9996979  .0220072 -.0109439
T  522  2 .3099136E+07   1800015E-01  .4859E+03  .4333E+03   .9998868 -.0148724  .0022987
T  523  2 .3149175E+07   1800000E-01 -.2172E+03  .3821E+04   .9993161 -.0029245  .0368610
T  524  2 .3188233E+07   1800003E-01 -.1031E+04 -.1131E+04   .9998333 -.0144101 -.0112111
T  525  2 .3081332E+07   1800021E-01 -.8870E+03  .4594E+02   .9998465 -.0175199  .0000563
T  526  2 .3145228E+07   1800000E-01 -.1652E+04 -.5995E+03   .9998385 -.0135502 -.0118055
T  527  2 .3155580E+07   1800000E-01 -.2295E+04  .1239E+04   .9994353 -.0290475  .0168936
T  528  2 .3101502E+07   1800020E-01  .8763E+03 -.1614E+04   .9996377 -.0024142 -.0268081
T  529  2 .3135354E+07   1800002E-01 -.7052E+03 -.2802E+03   .9999391 -.0110108  .0007181
T  530  2 .3130818E+07   1800002E-01 -.9099E+03  .1424E+04   .9997456 -.0207337  .0088851
T  531  2 .3087488E+07   1800007E-01  .2191E+03 -.2351E+03   .9999859 -.0001725 -.0053030
T  532  2 .3135323E+07   1800015E-01 -.1304E+04  .2746E+04   .9994766 -.0075529  .0314547
T  533  2 .3109936E+07   1800008E-01 -.3302E+04  .3175E+04   .9994408 -.0174070  .0285485
T  534  2 .3165274E+07   1800009E-01 -.1704E+04  .2359E+04   .9991607 -.0341393  .0226368
T  535  2 .3092723E+07   1800010E-01 -.7330E+03 -.7693E+03   .9997841 -.0207663 -.0006830
T  536  2 .3050085E+07   1800013E-01  .8480E+03  .7403E+03   .9997534  .0163247  .0150558
T  537  2 .3135760E+07   1800022E-01 -.8793E+03  .3922E+03   .9999642 -.0044614  .0071946
T  538  2 .3128324E+07   1800020E-01 -.1021E+04 -.1306E+04   .9998727  .0155473  .0035865
T  539  2 .3109095E+07   1800017E-01 -.4094E+04 -.2825E+03   .9999195 -.0109529 -.0064080
T  540  2 .3130558E+07   1800018E-01  .1572E+04 -.5327E+03   .9997228  .0193819 -.0133667
T  541  2 .3141681E+07   1800017E-01  .4955E+04  .1277E+04   .9980372  .0483747  .0397708
T  542  2 .3181806E+07   1800018E-01 -.5975E+03  .8269E+03   .9998971  .0059341  .0130635
T  543  2 .3112096E+07   1800018E-01 -.2089E+03 -.1665E+04   .9998937  .0085269 -.0118292
T  544  2 .3157189E+07   1800019E-01  .6920E+02 -.1484E+04   .9997289 -.0014517 -.0232390
T  545  2 .3099961E+07   1800011E-01  .5865E+03 -.6281E+03   .9999782  .0037261 -.0054560
T  546  2 .3080897E+07   1800000E-01 -.1168E+04  .1457E+04   .9996725 -.0239492  .0090183
T  547  2 .3143287E+07   1800013E-01 -.7727E+03  .6063E+03   .9997666 -.0188649  .0105272
T  548  2 .3103691E+07   1800013E-01  .1295E+04 -.4092E+04   .9995900  .0003041 -.0286321
T  549  2 .3112422E+07   1800015E-01  .1639E+04  .1581E+04   .9995774  .0214170  .0196558
T  550  2 .3142654E+07   1800015E-01 -.7029E+03 -.8222E+03   .9999453 -.0104165  .0008961
T  551  2 .3155973E+07   1800011E-01 -.1003E+04  .5782E+03   .9999913 -.0039708 -.0012475
T  552  2 .3142108E+07   1800019E-01  .1783E+03  .1351E+04   .9998924  .0036132  .0142186
T  553  2 .3108811E+07   1800011E-01  .3794E+03 -.5056E+03   .9999272  .0075660 -.0094014
T  554  2 .3172386E+07   1800005E-01 -.1482E+04  .1020E+04   .9999747 -.0009687  .0070436
T  555  2 .3131468E+07   1800002E-01  .1634E+04 -.2598E+03   .9996929  .0245463 -.0033962
T  556  2 .3120365E+07   1800012E-01 -.4488E+03 -.5365E+03   .9999828 -.0048153 -.0033364
T  557  2 .3146994E+07   1800012E-01  .1953E+04  .5820E+03   .9999446  .0105094 -.0006026
T  558  2 .3121654E+07   1800006E-01  .6148E+03 -.5696E+03   .9992020  .0214973  .0336622
T  559  2 .3174802E+07   1800020E-01  .3733E+03 -.4272E+03   .9999336  .0111352 -.0029693
T  560  2 .3153794E+07   1800005E-01 -.6985E+02 -.2021E+04   .9998344 -.0067206 -.0169136
T  561  2 .3167459E+07   1800001E-01 -.5150E+03  .2019E+03   .9999633 -.0065360  .0055332
T  562  2 .3172400E+07   1800000E-01  .1336E+04 -.1258E+04   .9998650  .0161109  .0032129
T  563  2 .3077046E+07   1800013E-01  .4222E+03  .3549E+03   .9998919 -.0049635  .0138431
T  564  2 .3156528E+07   1800001E-01 -.1467E+04  .5650E+03   .9999142 -.0113532  .0065301
T  565  2 .3122614E+07   1800009E-01  .6598E+03  .6958E+03   .9999108  .0080926  .0106287
T  566  2 .3171605E+07   1800013E-01  .5707E+03 -.1097E+04   .9999999  .0004652 -.0000142
T  567  2 .3154341E+07   1800002E-01 -.2592E+04  .1540E+04   .9997605 -.0180723  .0123428
T  568  2 .3118554E+07   1800020E-01 -.1655E+04  .4934E+03   .9994268 -.0324549  .0096347
T  569  2 .3116145E+07   1800006E-01  .2674E+02  .2282E+03   .9999820 -.0030190 -.0051941
T  570  2 .3125255E+07   1800012E-01 -.5699E+03  .3208E+03   .9998959 -.0055405  .0133190
T  571  2 .3124669E+07   1800019E-01  .1448E+04  .1649E+04   .9998088  .0112173  .0160196
T  572  2 .3210883E+07   1800017E-01 -.4027E+03  .1217E+04   .9998684 -.0084101  .0138716
T  573  2 .3108335E+07   1800001E-01 -.1975E+04  .4388E+03   .9996684 -.0246780  .0073508
T  574  2 .3146350E+07   1800022E-01 -.4826E+03  .1184E+04   .9999935 -.0015559 -.0032555
T  575  2 .3101262E+07   1800013E-01  .1165E+04  .2893E+04   .9998840  .0099715  .0115111
T  576  2 .3080395E+07   1800016E-01 -.6243E+03 -.2194E+04   .9998185 -.0084595 -.0170693
T  577  2 .3140348E+07   1800005E-01  .3707E+03  .7043E+03   .9998035  .0082133  .0180441
T  578  2 .3153815E+07   1800021E-01  .2506E+04 -.1178E+04   .9994831  .0320654  .0023095
T  579  2 .3097749E+07   1800000E-01 -.5167E+04 -.2958E+04   .9960176 -.0811285 -.0369747
T  580  2 .3100576E+07   1800015E-01 -.1124E+04  .6973E+03   .9997377 -.0206356  .0099389
T  581  2 .3220592E+07   1800013E-01 -.3081E+03  .1922E+03   .9999544 -.0006013  .0095320
T  582  2 .3105184E+07   1800012E-01 -.3173E+03  .2553E+03   .9999291  .0048420 -.0108762
T  583  2 .3142275E+07   1800012E-01 -.5421E+03  .9350E+03   .9999690 -.0075574  .0022061
T  584  2 .3160380E+07   1800012E-01  .1821E+03  .2259E+04   .9997820  .0085333  .0190543
T  585  2 .3135128E+07   1800007E-01  .1055E+04  .3755E+03   .9998301  .0154616  .0100358
T  586  2 .3118906E+07   1800020E-01 -.1386E+04 -.3028E+03   .9998071 -.0187779 -.0057604
T  587  2 .3201524E+07   1800004E-01  .2150E+04 -.7698E+03   .9997947  .0202494  .0007303
T  588  2 .3161914E+07   1800008E-01  .6240E+03 -.1223E+04   .9999072  .0076777 -.0112510
T  589  2 .3168941E+07   1800019E-01  .1404E+04  .5714E+03   .9997013  .0199088  .0141780
T  590  2 .3150055E+07   1800010E-01  .1814E+04 -.8370E+03   .9999858  .0049176 -.0020687
T  591  2 .3138454E+07   1800002E-01 -.2356E+04  .4815E+03   .9994091 -.0343560 -.0010291
T  592  2 .3113430E+07   1800017E-01 -.1624E+04 -.4136E+04   .9989058 -.0078552 -.0461027
T  593  2 .3126079E+07   1800020E-01  .2775E+04 -.2245E+04   .9997359  .0064792 -.0220486
T  594  2 .3113341E+07   1800013E-01 -.2671E+03  .2686E+02   .9995026 -.0313292 -.0036162
T  595  2 .3065952E+07   1800019E-01 -.3801E+03 -.1963E+04   .9999882 -.0006615 -.0048138
T  596  2 .3135026E+07   1800010E-01 -.3077E+03 -.4956E+03   .9999383  .0108335  .0024466
T  597  2 .3154054E+07   1800011E-01  .5679E+03 -.7647E+03   .9999028  .0081488 -.0113133
T  598  2 .3177269E+07   1800016E-01 -.1529E+04 -.1561E+04   .9989568  .0364331  .0275310
T  599  2 .3138426E+07   1800011E-01  .1476E+04 -.1708E+04   .9997792  .0158375 -.0138069
T  600  2 .3136199E+07   1800004E-01 -.1909E+03 -.4400E+03   .9999949 -.0022955  .0022126
T  601  2 .3104892E+07   1800008E-01 -.8564E+04 -.1870E+04   .9972695 -.0735452 -.0066782
T  602  2 .3162839E+07   1800016E-01  .6878E+03 -.4900E+03   .9999720  .0018246 -.0072596
T  603  2 .3182806E+07   1800002E-01 -.2725E+03  .5193E+03   .9999795  .0027730  .0057739
T  604  2 .3147439E+07   1800021E-01 -.2184E+04  .1675E+04   .9997207 -.0145355  .0186324
T  605  2 .3091681E+07   1800021E-01  .2787E+04  .5882E+03   .9996938  .0241139  .0055485
T  606  2 .3112483E+07   1800019E-01  .3177E+04  .3597E+04   .9991489  .0292048  .0291298
T  607  2 .3109990E+07   1800007E-01 -.1044E+04  .3182E+04   .9981954  .0024576  .0599993
T  608  2 .3184958E+07   1800019E-01  .1203E+04 -.1687E+04   .9997537  .0176670 -.0134354
T  609  2 .3153668E+07   1800011E-01  .7769E+03  .3615E+03   .9999705  .0043258  .0063460
T  610  2 .3133939E+07   1800022E-01 -.9088E+03  .1931E+04   .9995373 -.0129994  .0274987
T  611  2 .3108026E+07   1800013E-01  .2524E+04  .1391E+04   .9996176  .0263544  .0083731
T  612  2 .3175433E+07   1800020E-01 -.6177E+04  .3276E+04   .9978771 -.0548708  .0350777
T  613  2 .3182686E+07   1800002E-01 -.1875E+04 -.3651E+03   .9997847 -.0179350 -.0104338
T  614  2 .3107534E+07   1800017E-01  .7825E+03  .2699E+03   .9999083  .0101140  .0090002
T  615  2 .3185408E+07   1800014E-01  .5004E+03 -.5849E+02   .9999926  .0038023 -.0005617
T  616  2 .3130209E+07   1800001E-01  .3883E+03 -.4589E+03   .9999600 -.0069718  .0056040
T  617  2 .3116881E+07   1800020E-01  .3691E+03 -.9390E+03   .9997839  .0073948 -.0194301
T  618  2 .3170205E+07   1800016E-01 -.8808E+03 -.6690E+03   .9998817 -.0130263 -.0081800
T  619  2 .3117086E+07   1800009E-01  .1085E+04  .2387E+03   .9998233  .0120889  .0143920
T  620  2 .3170178E+07   1800018E-01  .3300E+03 -.8827E+03   .9998259  .0057841  .0177385
T  621  2 .3104209E+07   1800020E-01  .9199E+03 -.9485E+03   .9999048  .0065720 -.0121323
T  622  2 .3090252E+07   1800019E-01  .2438E+04 -.3723E+03   .9997400  .0227132  .0019997
T  623  2 .3135505E+07   1800008E-01  .5322E+03 -.5551E+03   .9999424 -.0017615 -.0105898
T  624  2 .3151718E+07   1800000E-01  .3406E+02  .7894E+03   .9998997 -.0133383 -.0047616
T  625  2 .3151483E+07   1800021E-01 -.6446E+03  .1370E+03   .9993255 -.0298005  .0214607
T  626  2 .3086880E+07   1800004E-01 -.3095E+03  .4903E+03   .9999083 -.0009076  .0135109
T  627  2 .3091842E+07   1800021E-01  .4303E+03  .2268E+04   .9998346 -.0038976  .0177645
T  628  2 .3130769E+07   1800020E-01 -.1497E+04  .1954E+04   .9997057 -.0204742  .0130110
T  629  2 .3063343E+07   1800000E-01  .1113E+03  .2978E+04   .9993540  .0100020  .0345188
T  630  2 .3139767E+07   1800019E-01  .1073E+04 -.3180E+03   .9999033  .0138775 -.0008848
T  631  2 .3100571E+07   1800015E-01 -.8538E+03  .1455E+04   .9999834 -.0057377  .0005630
T  632  2 .3109430E+07   1800021E-01  .6416E+03  .4800E+03   .9998228  .0173539  .0073001
T  633  2 .3169786E+07   1800000E-01  .4924E+03 -.4759E+03   .9999968  .0019578  .0015749
T  634  2 .3117175E+07   1800013E-01  .1531E+04  .2315E+04   .9983391  .0323255  .0476884
T  635  2 .3135669E+07   1800008E-01 -.1080E+04  .1017E+04   .9998799 -.0051791  .0146055
T  636  2 .3109963E+07   1800014E-01  .6855E+03 -.1382E+04   .9999106  .0112734 -.0071839
T  637  2 .3139335E+07   1800014E-01  .1647E+03  .2164E+02   .9999900  .0010913  .0043336
T  638  2 .3160591E+07   1800005E-01 -.9269E+03  .1345E+04   .9996621 -.0165426  .0200512
T  639  2 .3132667E+07   1800019E-01 -.3285E+04 -.1966E+04   .9987570 -.0414530 -.0276789
T  640  2 .3058739E+07   1800002E-01 -.7589E+03 -.4007E+03   .9999243 -.0063593 -.0105362
T  641  2 .3117291E+07   1800019E-01  .2406E+03 -.1526E+03   .9999623  .0012969 -.0085912
T  642  2 .3115299E+07   1800000E-01  .8731E+03  .1465E+03   .9995413  .0296556  .0061441
T  643  2 .3127150E+07   1800020E-01  .4425E+04  .5675E+04   .9831842  .1006842  .1523531
T  644  2 .3131651E+07   1800018E-01 -.1838E+04  .7475E+03   .9997856 -.0207072  .0001818
T  645  2 .3136908E+07   1800005E-01  .8085E+03  .4360E+03   .9998402  .0170224  .0054522
T  646  2 .3152092E+07   1800007E-01 -.2228E+04  .1186E+04   .9997637 -.0156442  .0150926
T  647  2 .3054393E+07   1800021E-01 -.8019E+03  .6664E+03   .9997919  .0037310  .0200581
T  648  2 .3077557E+07   1800003E-01  .2008E+04 -.2584E+03   .9998237  .0079130  .0170299
T  649  2 .3142017E+07   1800008E-01  .1209E+04  .8326E+03   .9997464  .0122488  .0188961
T  650  2 .3125210E+07   1800004E-01  .1550E+04  .9395E+03   .9998347  .0161154  .0084189
T  651  2 .3166585E+07   1800020E-01 -.1533E+04 -.3453E+04   .9995546 -.0137379 -.0264923
T  652  2 .3155407E+07   1800008E-01  .4225E+03  .2166E+04   .9997088  .0051833  .0235672
T  653  2 .3141708E+07   1800015E-01  .1672E+04 -.1395E+04   .9997709  .0175043 -.0123187
T  654  2 .3088756E+07   1800006E-01 -.9158E+03 -.8080E+03   .9999265 -.0117958 -.0027906
T  655  2 .3074048E+07   1800015E-01  .2279E+03  .1343E+04   .9998117  .0129072  .0144870
T  656  2 .3131797E+07   1800019E-01  .8674E+03  .5517E+03   .9998079  .0108301  .0163368
T  657  2 .3118316E+07   1800017E-01  .1458E+04 -.1510E+04   .9993786  .0223587 -.0272503
T  658  2 .3146663E+07   1800004E-01  .1505E+04 -.9717E+03   .9999505  .0096684  .0023540
T  659  2 .3104131E+07   1800002E-01  .7950E+03 -.1369E+04   .9999249  .0109449 -.0055189
T  660  2 .3193758E+07   1800006E-01  .7217E+03 -.5435E+03   .9999060  .0136639 -.0011509
T  661  2 .3128575E+07   1800011E-01 -.1191E+04  .2211E+02   .9997157 -.0204557  .0122511
T  662  2 .3143032E+07   1800020E-01 -.1675E+04 -.7845E+03   .9998462 -.0146209 -.0096806
T  663  2 .3168085E+07   1800012E-01 -.9861E+03  .2439E+04   .9994408 -.0095242  .0320528
T  664  2 .3106370E+07   1800014E-01  .4540E+04 -.3840E+04   .9962389  .0767244 -.0402676
T  665  2 .3106532E+07   1800013E-01 -.7166E+03 -.3991E+03   .9999241 -.0076730  .0096429
T  666  2 .3116122E+07   1800018E-01 -.7349E+03 -.1046E+04   .9998851 -.0056993 -.0140465
T  667  2 .3169368E+07   1800010E-01  .1618E+03 -.9234E+03   .9997319 -.0038098 -.0228392
T  668  2 .3170598E+07   1800013E-01  .9041E+03  .2065E+04   .9994266  .0103217  .0322471
T  669  2 .3142226E+07   1800009E-01  .6552E+03 -.1025E+04   .9999961  .0025354  .0011715
T  670  2 .3148302E+07   1800017E-01  .7804E+03 -.1100E+04   .9999120 -.0037729 -.0127198
T  671  2 .3109911E+07   1800015E-01 -.6825E+03  .6114E+03   .9999797 -.0052590  .0035895
T  672  2 .3155789E+07   1800012E-01  .2366E+03 -.2349E+04   .9996722  .0144782 -.0211150
T  673  2 .3206039E+07   1800021E-01  .1211E+04  .1441E+03   .9997578  .0210266  .0064972
T  674  2 .3116494E+07   1800019E-01 -.9344E+03  .2589E+04   .9996705 -.0128681  .0222096
T  675  2 .3112877E+07   1800019E-01 -.3701E+03 -.3980E+03   .9999518  .0019181  .0096291
T  676  2 .3091886E+07   1800021E-01 -.4472E+03  .8038E+03   .9999432 -.0097881  .0042169
T  677  2 .3179271E+07   1800021E-01 -.8687E+03 -.1465E+04   .9996757 -.0079098 -.0242072
T  678  2 .3152788E+07   1800018E-01  .1273E+04 -.5300E+03   .9996163  .0276661 -.0013852
T  679  2 .3186952E+07   1800011E-01 -.2348E+03 -.2699E+04   .9997137 -.0093192 -.0220399
T  680  2 .3089723E+07   1800021E-01  .1096E+04  .2742E+02   .9999777  .0057252  .0034292
T  681  2 .3177594E+07   1800010E-01  .1657E+04 -.3633E+03   .9998083  .0193080 -.0032637
T  682  2 .3122596E+07   1800017E-01  .5354E+03 -.6983E+03   .9999436  .0063834 -.0084891
T  683  2 .3110035E+07   1800018E-01  .9877E+02  .7730E+02   .9999872  .0006466  .0050217
T  684  2 .3097632E+07   1800013E-01 -.8247E+03  .1786E+04   .9996942 -.0023811  .0246141
T  685  2 .3153821E+07   1800017E-01 -.1476E+04 -.6168E+03   .9998801 -.0154832  .0000325
T  686  2 .3174952E+07   1800014E-01  .1928E+03 -.1156E+04   .9999141  .0013353 -.0130358
T  687  2 .3174298E+07   1800009E-01  .1553E+03  .3016E+04   .9997241 -.0064561  .0225850
T  688  2 .3129044E+07   1800003E-01 -.9926E+03 -.5859E+03   .9998131 -.0192627 -.0016573
T  689  2 .3115928E+07   1800001E-01 -.6040E+03 -.1026E+04   .9999650 -.0078863  .0028109
T  690  2 .3166204E+07   1800016E-01  .1298E+03 -.1087E+04   .9998939  .0025338 -.0143458
T  691  2 .3217990E+07   1800018E-01 -.6447E+03 -.5662E+03   .9999460 -.0092171 -.0048041
T  692  2 .3148943E+07   1800011E-01  .3001E+04  .2481E+04   .9990964  .0276367  .0322893
T  693  2 .3041651E+07   1800019E-01 -.1934E+04 -.9717E+03   .9996283 -.0249003  .0111020
T  694  2 .3134543E+07   1800020E-01  .1000E+04 -.1048E+04   .9990067  .0034885 -.0444235
T  695  2 .3160891E+07   1800005E-01  .2844E+03  .3151E+03   .9999505 -.0099502 -.0002789
T  696  2 .3122200E+07   1800009E-01 -.2395E+02  .1099E+04   .9998143 -.0121400  .0149669
T  697  2 .3071199E+07   1800002E-01  .2304E+03  .2870E+04   .9998780  .0058934  .0144684
T  698  2 .3181286E+07   1800001E-01 -.1772E+04  .1195E+04   .9994219 -.0185959  .0284628
T  699  2 .3107466E+07   1800002E-01  .1165E+04  .2235E+02   .9997528  .0208091 -.0078265
T  700  2 .3135603E+07   1800012E-01 -.2494E+03 -.8396E+03   .9999767 -.0059630 -.0033086
T  701  2 .3166736E+07   1800002E-01  .1245E+04  .7123E+00   .9998734 -.0001026  .0159126
T  702  2 .3143452E+07   1800012E-01  .1903E+04 -.5849E+03   .9998114  .0185160 -.0058592
T  703  2 .3115350E+07   1800017E-01 -.4232E+04  .1276E+04   .9993783 -.0341990  .0085705
T  704  2 .3111316E+07   1800011E-01  .4228E+03 -.9338E+03   .9999346 -.0085831 -.0075640
T  705  2 .3095693E+07   1800017E-01  .1832E+03  .2881E+03   .9999889  .0044648 -.0015173
T  706  2 .3172940E+07   1800020E-01  .1139E+04  .1577E+04   .9998825  .0048078  .0145583
T  707  2 .3111539E+07   1800010E-01  .1582E+04 -.9714E+03   .9998199  .0186998  .0032448
T  708  2 .3096471E+07   1800014E-01  .9323E+03 -.1808E+03   .9999441  .0004048  .0105651
T  709  2 .3082505E+07   1800016E-01  .1425E+04  .1581E+01   .9997634  .0204786 -.0073348
T  710  2 .3133450E+07   1800011E-01 -.1143E+03 -.8316E+03   .9998841 -.0048331 -.0144382
T  711  2 .3135243E+07   1800012E-01 -.9873E+03  .1543E+04   .9998091 -.0171056  .0094405
T  712  2 .3191959E+07   1800018E-01 -.5188E+03  .1739E+03   .9999870 -.0006190 -.0050592
T  713  2 .3187519E+07   1800021E-01 -.2287E+04  .1358E+04   .9996176 -.0250576  .0116979
T  714  2 .3121632E+07   1800022E-01  .1881E+04 -.6495E+03   .9998250  .0173900 -.0069035
T  715  2 .3094265E+07   1800021E-01  .2873E+04  .6452E+03   .9983846  .0085358  .0561726
T  716  2 .3089454E+07   1800014E-01  .1106E+04  .5665E+03   .9998180  .0158835 -.0105660
T  717  2 .3134226E+07   1800008E-01 -.4200E+04 -.2319E+04   .9987540 -.0454502 -.0206088
T  718  2 .3137394E+07   1800016E-01  .6808E+03  .5217E+03   .9999777  .0064129  .0018589
T  719  2 .3139230E+07   1800007E-01 -.2133E+04 -.1732E+04   .9999189 -.0105272  .0071677
T  720  2 .3129929E+07   1800015E-01 -.1022E+04  .1848E+04   .9998696 -.0022304  .0159944
T  721  2 .3069019E+07   1800013E-01  .2482E+03  .9811E+01   .9999711  .0070893  .0027294
T  722  2 .3117204E+07   1800008E-01  .4375E+03  .5047E+03   .9999787 -.0023174  .0061033
T  723  2 .3154153E+07   1800012E-01 -.3127E+04 -.5889E+04   .9991820 -.0174819 -.0364657
T  724  2 .3066796E+07   1800002E-01 -.6245E+03 -.9363E+03   .9999164  .0000953 -.0129334
T  725  2 .3133975E+07   1800021E-01 -.9143E+02  .4743E+04   .9994565 -.0104808  .0312554
T  726  2 .3170693E+07   1800006E-01 -.9570E+03  .1124E+04   .9999296 -.0080118  .0087517
T  727  2 .3204440E+07   1800020E-01 -.2802E+02  .1011E+04   .9999770  .0055674  .0038752
T  728  2 .3168501E+07   1800020E-01 -.5531E+03 -.4749E+03   .9999863 -.0028315 -.0044041
T  729  2 .3143390E+07   1800014E-01 -.2369E+04  .1644E+04   .9991324 -.0398384  .0121367
T  730  2 .3147863E+07   1800018E-01 -.1991E+04  .2080E+03   .9999729 -.0073647  .0000262
T  731  2 .3216607E+07   1800020E-01 -.4627E+03  .8679E+02   .9999871  .0023706 -.0044890
T  732  2 .3119378E+07   1800017E-01  .1103E+04  .1385E+04   .9998333  .0121223  .0136509
T  733  2 .3138685E+07   1800014E-01 -.2712E+03  .9041E+03   .9999960  .0028203  .0000081
T  734  2 .3219542E+07   1800021E-01  .6993E+03  .9265E+03   .9998330  .0144922  .0111318
T  735  2 .3097970E+07   1800012E-01 -.1054E+04  .2063E+04   .9998119 -.0057172  .0185320
T  736  2 .3155040E+07   1800013E-01  .3769E+03  .1133E+03   .9999433  .0100610 -.0035000
T  737  2 .3092888E+07   1800000E-01  .7462E+03 -.1570E+04   .9998542  .0103152 -.0136068
T  738  2 .3133078E+07   1800006E-01 -.2234E+02  .1236E+04   .9997576 -.0015689  .0219598
T  739  2 .3147906E+07   1800007E-01  .1837E+03  .1646E+03   .9999872  .0041993  .0028322
T  740  2 .3141231E+07   1800001E-01  .1839E+03  .3685E+04   .9974489  .0173228  .0692499
T  741  2 .3161887E+07   1800022E-01 -.6330E+02  .1778E+04   .9998486  .0090031  .0148879
T  742  2 .3072212E+07   1800014E-01  .4107E+03  .9711E+03   .9998652 -.0081563  .0142515
T  743  2 .3075649E+07   1800007E-01  .5792E+03  .1668E+04   .9990448 -.0014583  .0436726
T  744  2 .3147160E+07   1800001E-01  .5372E+03 -.9922E+03   .9998167  .0105829 -.0159522
T  745  2 .3130966E+07   1800018E-01 -.1055E+04 -.9418E+03   .9999741 -.0067777 -.0024285
T  746  2 .3188104E+07   1800019E-01 -.1275E+04  .1172E+04   .9999023 -.0073631  .0118855
T  747  2 .3104454E+07   1800008E-01 -.1672E+04  .6375E+03   .9998213 -.0169953  .0082793
T  748  2 .3117484E+07   1800018E-01 -.1540E+02  .1323E+04   .9999052  .0021858  .0135915
T  749  2 .3101007E+07   1800000E-01  .7533E+03  .1011E+04   .9996217  .0079716  .0263219
T  750  2 .3122716E+07   1800009E-01 -.2499E+04  .1476E+04   .9994085 -.0297345  .0172769
T  751  2 .3139508E+07   1800012E-01 -.1548E+04 -.7848E+03   .9998628 -.0162324  .0032980
T  752  2 .3069340E+07   1800010E-01 -.2309E+04  .1725E+04   .9997444 -.0173536  .0144887
T  753  2 .3127805E+07   1800015E-01 -.5978E+03  .1016E+04   .9997870 -.0069054  .0194502
T  755  2 .2450387E+07   1800014E-01  .2996E+05  .3615E+03   .9798909  .1995334  .0005634
T  756  2 .3110380E+07   1800015E-01 -.1950E+03  .2374E+03   .9998415 -.0111114  .0139113
T  757  2 .3179314E+07   1800012E-01  .1006E+04 -.1575E+04   .9997676  .0162589 -.0141531
T  758  2 .3089058E+07   1800008E-01  .1606E+04  .1844E+03   .9997434  .0215135  .0070954
T  759  2 .3095320E+07   1800019E-01 -.1631E+02  .6741E+02   .9999140 -.0052579  .0120139
