============================== SRIM-2008.04 ==============================
==============================================================================
===== TRIMOUT.txt: File of Transmitted / Backscattered / Sputtered Atoms =====
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= He(5.48 MeV) ==> Mylar( 3.59 um) ==========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  477  2 .5070069E+07   3600008E-02 -.2013E+02  .6791E+01   .9999978  .0013640 -.0015810
T  478  2 .5067455E+07   3600131E-02 -.5036E+02 -.1072E+03   .9999853 -.0051630 -.0016560
T  479  2 .5076686E+07   3600033E-02 -.4915E+02 -.1115E+03   .9999900 -.0035113 -.0027552
T  480  2 .5067506E+07   3600153E-02  .1578E+02 -.2173E+02   .9999929 -.0011844 -.0035716
T  481  2 .5081659E+07   3600176E-02  .2322E+02  .4049E+02   .9999839  .0003196  .0056595
T  482  2 .5067902E+07   3600005E-02 -.8180E+01 -.1134E+02   .9999993 -.0011277 -.0002051
T  483  2 .5089269E+07   3600129E-02  .9376E+01  .1884E+00   .9999979  .0000612  .0020455
T  484  2 .5075235E+07   3600049E-02 -.1495E+01  .2262E+02   .9999978  .0016578 -.0013118
T  485  2 .5082889E+07   3600170E-02  .3774E+03  .1760E+03   .9998274  .0160065  .0094333
T  486  2 .5090670E+07   3600095E-02 -.3025E+02 -.6220E+02   .9999817 -.0030349 -.0052313
T  487  2 .5078289E+07   3600184E-02 -.1166E+02 -.5036E+02   .9999997  .0006930 -.0002484
T  488  2 .5073673E+07   3600160E-02 -.2727E+02  .5313E+02   .9999910  .0006585  .0041824
T  489  2 .5081928E+07   3600016E-02  .1088E+02 -.1006E+03   .9999785  .0027827 -.0059385
T  490  2 .5059769E+07   3600163E-02  .7538E+02  .1126E+03   .9999864  .0048484  .0019244
T  491  2 .5089199E+07   3600063E-02  .1053E+03  .1516E+02   .9999981  .0010945 -.0016193
T  492  2 .5085968E+07   3600125E-02 -.2073E+02 -.7669E+02   .9999974  .0002918 -.0022442
T  493  2 .5069952E+07   3600201E-02 -.5110E+02 -.6189E+02   .9999968 -.0010899 -.0023034
T  494  2 .5056814E+07   3600154E-02  .9620E+02 -.1698E+03   .9999285 -.0048779 -.0109202
T  495  2 .5082335E+07   3600014E-02 -.7207E+02 -.3211E+02   .9998788  .0057989 -.0144483
T  496  2 .5065692E+07   3600207E-02 -.6757E+02 -.1221E+02   .9999954 -.0016426 -.0025410
T  497  2 .5080735E+07   3600139E-02  .7398E+01  .5075E+02   .9999935 -.0018255 -.0031247
T  498  2 .5082739E+07   3600170E-02  .1517E+03 -.2097E+02   .9999742  .0071331 -.0008964
T  499  2 .5073946E+07   3600062E-02 -.5272E+02 -.5882E+01   .9999912 -.0041740 -.0003712
T  500  2 .5079665E+07   3600176E-02  .2317E+02 -.3131E+02   .9999908 -.0013229 -.0040720
T  501  2 .5083488E+07   3600033E-02 -.1796E+03 -.1459E+02   .9999825 -.0059053 -.0003027
T  502  2 .5066296E+07   3600146E-02  .3830E+02 -.6419E+02   .9999692  .0073088  .0028596
T  503  2 .5074292E+07   3600119E-02  .1813E+02 -.1808E+02   .9999959  .0017591 -.0022603
T  504  2 .5071924E+07   3600058E-02  .2664E+02 -.4808E+02   .9999927  .0023719 -.0029892
T  505  2 .5050983E+07   3600116E-02  .2964E+02 -.1171E+03   .9999700  .0027438 -.0072495
T  506  2 .5071131E+07   3600153E-02 -.1443E+02 -.6479E+01   .9999994 -.0010660 -.0003204
T  507  2 .5092016E+07   3600063E-02  .5802E+02  .8061E+01   .9999958  .0012442  .0026186
T  508  2 .5097809E+07   3600024E-02  .1000E+02 -.3603E+02   .9999975 -.0007160 -.0021295
T  509  2 .5065339E+07   3600059E-02 -.8827E+02  .1072E+03   .9999832 -.0050503  .0028367
T  510  2 .5058591E+07   3600075E-02 -.6818E+02 -.1379E+03   .9999971  .0001450 -.0024027
T  511  2 .5072757E+07   3600073E-02 -.9807E+02  .1106E+02   .9999999  .0000115  .0001645
T  512  2 .5073078E+07   3600103E-02  .1963E+03 -.1248E+02   .9999813  .0058932 -.0016278
T  513  2 .5083388E+07   3600005E-02 -.1527E+03 -.1474E+02   .9999737 -.0072546 -.0000175
T  514  2 .5085966E+07   3600062E-02 -.2582E+02 -.4204E+02   .9999735 -.0072531  .0006045
T  515  2 .5086585E+07   3600081E-02  .4353E+02  .1023E+03   .9999919  .0022015  .0033745
T  516  2 .5072672E+07   3600180E-02 -.8718E+02  .6912E+02   .9999844 -.0037316  .0041592
T  517  2 .5089956E+07   3600033E-02 -.3986E+02  .2755E+02   .9999969 -.0023127 -.0008852
T  518  2 .5075854E+07   3600153E-02  .4126E+02  .8086E+02   .9999908  .0012593  .0041049
T  519  2 .5097679E+07   3600209E-02  .4234E+02  .5353E+01   .9999957  .0028340  .0007005
T  520  2 .5086391E+07   3600121E-02  .1017E+03 -.1009E+02   .9999615  .0083364 -.0027340
T  521  2 .5090952E+07   3600065E-02  .1426E+03  .5778E+02   .9999531  .0094614  .0020820
T  522  2 .5087997E+07   3600049E-02  .1386E+02  .4221E+02   .9999998 -.0003531  .0005557
T  523  2 .5088437E+07   3600200E-02 -.3719E+02  .5510E+02   .9999953  .0012373  .0027996
T  524  2 .5084303E+07   3600097E-02  .1064E+02  .5206E+02   .9999992  .0010857  .0006704
T  525  2 .5072634E+07   3600156E-02 -.2453E+02 -.2977E+03   .9998514 -.0026470 -.0170352
T  526  2 .5057938E+07   3600024E-02  .6969E+02  .7787E+02   .9999887  .0035455  .0031791
T  527  2 .5066698E+07   3600206E-02  .1307E+02 -.5367E+02   .9999982  .0007169 -.0017533
T  528  2 .5083271E+07   3600033E-02 -.2876E+02  .8754E+01   .9999995 -.0009017 -.0003789
T  529  2 .5072578E+07   3600196E-02  .1227E+02 -.6672E+02   .9999949  .0006479 -.0031342
T  530  2 .5080259E+07   3600110E-02  .4599E+02  .1915E+03   .9999789 -.0064652 -.0005733
T  531  2 .5074675E+07   3600098E-02 -.3736E+02  .9581E+02   .9999922 -.0023523  .0031696
T  532  2 .5087036E+07   3600136E-02  .1716E+01  .3466E+02   .9999993  .0003180 -.0011023
T  533  2 .5074299E+07   3600003E-02 -.1257E+03  .4143E+03   .9998965 -.0022620  .0142099
T  534  2 .5096334E+07   3600055E-02  .3063E+02  .5645E+01   .9999945 -.0025301 -.0021673
T  535  2 .5077436E+07   3600200E-02  .1855E+03 -.3212E+02   .9999704  .0074493 -.0019358
T  536  2 .5081430E+07   3600180E-02 -.4516E+01  .7065E+02   .9999936  .0027725  .0022705
T  537  2 .5087552E+07   3600161E-02  .1776E+02  .2473E+02   .9999952 -.0028882 -.0011113
T  538  2 .5095780E+07   3600087E-02 -.9955E+01 -.9423E+01   .9999928 -.0037813 -.0003418
T  539  2 .5058889E+07   3600140E-02 -.8719E+03  .8204E+03   .9989501 -.0283405  .0359932
T  540  2 .5090484E+07   3600207E-02 -.3017E+03 -.2729E+03   .9999246 -.0103892 -.0065489
T  541  2 .5067495E+07   3600134E-02 -.1307E+02  .7662E+01   .9998898  .0124550 -.0080817
T  542  2 .5082781E+07   3600183E-02  .4375E+02 -.3984E+02   .9999910  .0035979  .0022548
T  543  2 .5064896E+07   3600030E-02 -.2365E+03 -.8258E+02   .9999230 -.0119696 -.0032803
T  544  2 .5090417E+07   3600188E-02 -.1990E+03  .6122E+02   .9999917 -.0028059  .0029612
T  545  2 .5092453E+07   3600159E-02 -.6783E+02 -.1642E+02   .9999294  .0046532 -.0109338
T  546  2 .5059610E+07   3600168E-02  .5047E+02 -.1228E+02   .9999813  .0056600  .0023054
T  547  2 .5072145E+07   3600165E-02 -.6490E+02 -.3104E+02   .9999986 -.0008434  .0014242
T  548  2 .5095091E+07   3600014E-02 -.4753E+02  .6559E+02   .9999997 -.0004521  .0005914
T  549  2 .5095752E+07   3600177E-02  .5449E+02  .1251E+03   .9999770  .0028540  .0061474
T  550  2 .5087174E+07   3600153E-02 -.3869E+02  .1322E+02   .9999982  .0002925  .0018713
T  551  2 .5069804E+07   3600083E-02  .1121E+02  .6599E+02   .9999978 -.0013813  .0015766
T  552  2 .5064588E+07   3600188E-02 -.6463E+01  .5722E+02   .9999911 -.0005601  .0041750
T  553  2 .5076850E+07   3600036E-02 -.1152E+03 -.8159E+02   .9999962 -.0003557 -.0027366
T  554  2 .5070339E+07   3600168E-02  .2570E+03  .8043E+02   .9999232  .0109712  .0057652
T  555  2 .5094573E+07   3600170E-02 -.4210E+02 -.2071E+02   .9999995 -.0008577 -.0004364
T  556  2 .5071374E+07   3600051E-02  .6503E+02 -.1956E+02   .9999979  .0011257 -.0017177
T  557  2 .5089208E+07   3600038E-02 -.1265E+03 -.1540E+02   .9999877 -.0049545 -.0001785
T  558  2 .5090500E+07   3600203E-02 -.1026E+03  .6373E+01   .9999844 -.0044377 -.0033781
T  559  2 .5076248E+07   3600161E-02  .1472E+02 -.2180E+02   .9999712 -.0061392 -.0044684
T  560  2 .5084208E+07   3600207E-02  .8411E+02 -.2586E+02   .9999922  .0033862  .0020520
T  561  2 .5089678E+07   3600145E-02 -.6293E+02  .9572E+01   .9999960 -.0017983  .0021862
T  562  2 .5074077E+07   3600097E-02 -.3917E+02 -.4136E+02   .9999888 -.0047036 -.0005124
T  563  2 .5070860E+07   3600000E-02  .4094E+02 -.5821E+02   .9999938  .0034527 -.0006867
T  564  2 .5073080E+07   3600085E-02 -.5151E+01  .9672E+02   .9999870 -.0008676  .0050163
T  565  2 .5066104E+07   3600057E-02  .5628E+02 -.1082E+02   .9999925  .0018915  .0033796
T  566  2 .5088863E+07   3600062E-02 -.3808E+02  .5412E+01   .9999998  .0006274 -.0000397
T  567  2 .5069322E+07   3600137E-02 -.6270E+02  .3131E+02   .9999979 -.0019948  .0005522
T  568  2 .5067344E+07   3600109E-02  .8401E+01 -.2135E+03   .9999574  .0050836 -.0077028
T  569  2 .5080928E+07   3600021E-02  .1306E+02  .1225E+03   .9999734  .0046470  .0056292
T  570  2 .5096426E+07   3600175E-02 -.4519E+02  .5285E+02   .9999792  .0038020  .0052169
T  571  2 .5066996E+07   3600147E-02  .6310E+02  .2915E+02   .9999932  .0005783  .0036490
T  572  2 .5068530E+07   3600141E-02  .4624E+02  .7227E+02   .9999774  .0065557  .0015063
T  573  2 .5081369E+07   3600131E-02  .1915E+02  .7848E+02   .9999977  .0004263  .0021222
T  574  2 .5082150E+07   3600195E-02  .3766E+02 -.1200E+03   .9999903  .0020525 -.0039030
T  575  2 .5057854E+07   3600048E-02 -.1272E+03 -.1284E+03   .9999853 -.0053899  .0006267
T  576  2 .5075688E+07   3600012E-02  .3579E+02 -.5868E+02   .9999907  .0012959 -.0041048
T  577  2 .5082178E+07   3600205E-02  .1262E+02 -.5878E+02   .9999945  .0031946 -.0008746
T  578  2 .5072832E+07   3600155E-02  .1165E+03  .2917E+03   .9997529  .0145355  .0168168
T  579  2 .5070229E+07   3600144E-02 -.1004E+03 -.3840E+02   .9999912 -.0034102 -.0024250
T  580  2 .5060426E+07   3600120E-02  .8159E+02  .5084E+02   .9999880  .0034481  .0034801
T  581  2 .5106885E+07   3600181E-02  .1471E+03  .6586E+02   .9999802  .0062506  .0007665
T  582  2 .5069564E+07   3600187E-02 -.7288E+02  .1842E+03   .9999734 -.0003885  .0072846
T  583  2 .5090057E+07   3600046E-02  .9120E+02 -.7862E+02   .9999595  .0089599 -.0008508
T  584  2 .5067592E+07   3600126E-02  .2422E+02  .3291E+02   .9999995  .0003380  .0009510
T  585  2 .5079141E+07   3600216E-02  .7477E+02 -.2312E+02   .9999881  .0046354 -.0015313
T  586  2 .5079317E+07   3600009E-02  .3147E+02 -.1989E+02   .9999974  .0013905  .0017993
T  587  2 .5093909E+07   3600197E-02  .4729E+02 -.3996E+02   .9999947 -.0013084 -.0029821
T  588  2 .5094745E+07   3600200E-02 -.6231E+02 -.6870E+02   .9999829 -.0052514 -.0025848
T  589  2 .5102725E+07   3600206E-02 -.2862E+02 -.1501E+03   .9999842 -.0019301 -.0052791
T  590  2 .5064958E+07   3600107E-02 -.4490E+02  .3723E+01   .9999998 -.0006887 -.0001362
T  591  2 .5108085E+07   3600179E-02 -.2681E+02 -.3328E+02   .9999581 -.0075835 -.0051359
T  592  2 .5072572E+07   3600007E-02 -.8529E+02  .2080E+01   .9999837 -.0056954  .0004681
T  593  2 .5080811E+07   3600201E-02 -.1804E+02  .1695E+01   .9999997 -.0003127 -.0006932
T  594  2 .5103380E+07   3600113E-02  .2185E+02 -.6263E+01   .9999885  .0034917 -.0032851
T  595  2 .5057630E+07   3600006E-02 -.7603E+02 -.5298E+02   .9999626 -.0006290 -.0086299
T  596  2 .5096540E+07   3600065E-02  .8402E+02  .7300E+02   .9999757  .0047211  .0051299
T  597  2 .5074735E+07   3600086E-02 -.6752E+01  .5368E+02   .9999963  .0007791  .0026147
T  598  2 .5044464E+07   3600004E-02 -.1947E+03  .9081E+02   .9999678 -.0071704  .0036075
T  599  2 .5080120E+07   3600183E-02  .6425E+02 -.8615E+02   .9999996 -.0006780 -.0006313
T  600  2 .5083244E+07   3600069E-02  .3271E+02  .4208E+02   .9999938  .0035020 -.0003901
T  601  2 .5071475E+07   3600095E-02 -.2318E+03 -.2012E+02   .9999419 -.0104228 -.0027385
T  602  2 .5066397E+07   3600218E-02  .6135E+02 -.5376E+02   .9999946 -.0006594 -.0032326
T  603  2 .5057314E+07   3600191E-02 -.1001E+02  .3145E+02   .9999955  .0003719  .0029657
T  604  2 .5077903E+07   3600068E-02  .1014E+02  .1055E+01   .9999995  .0008994  .0004711
T  605  2 .5069503E+07   3600094E-02  .1007E+03  .3360E+02   .9999978 -.0006764  .0019689
T  606  2 .5085523E+07   3600127E-02  .5826E+02  .1508E+02   .9999944  .0033167 -.0003830
T  607  2 .5089126E+07   3600119E-02 -.4366E+02  .1046E+02   .9999905 -.0043374  .0003787
T  608  2 .5077966E+07   3600095E-02  .6952E+02 -.1507E+03   .9999786  .0061237 -.0023150
T  609  2 .5071348E+07   3600169E-02  .1155E+03  .5406E+02   .9999798  .0055202  .0031492
T  610  2 .5094021E+07   3600210E-02 -.2328E+02  .4813E+02   .9999927 -.0003570  .0038136
T  611  2 .5075565E+07   3600205E-02  .3288E+02 -.2041E+02   .9999948  .0010066 -.0030745
T  612  2 .5084261E+07   3600126E-02  .3447E+02  .8856E+02   .9998422  .0069735  .0163376
T  613  2 .5076242E+07   3600001E-02 -.5701E+02 -.6925E+02   .9999853 -.0034693 -.0041600
T  614  2 .5072819E+07   3600165E-02 -.8391E+02  .1988E+02   .9999747 -.0048358  .0052096
T  615  2 .5073107E+07   3600128E-02  .5807E+02 -.5011E+01   .9999934  .0024245  .0027166
T  616  2 .5070301E+07   3600114E-02  .1490E+02  .1308E+03   .9999272  .0024772  .0118116
T  617  2 .5077323E+07   3600199E-02 -.2945E+03  .1052E+03   .9999205 -.0106392  .0067656
T  618  2 .5095800E+07   3600089E-02  .5177E+02  .1177E+02   .9999963  .0024843  .0010678
T  619  2 .5063558E+07   3600204E-02 -.4839E+03  .4983E+02   .9999259 -.0118016  .0029969
T  620  2 .5061071E+07   3600142E-02  .2098E+02 -.6282E+01   .9999999  .0002793 -.0001457
T  621  2 .5083236E+07   3600005E-02 -.4914E+02  .2226E+03   .9999502 -.0032544  .0094298
T  622  2 .5103524E+07   3600108E-02 -.1936E+02  .1148E+03   .9999925 -.0004869  .0038295
T  623  2 .5066543E+07   3600099E-02 -.1292E+01 -.3917E+02   .9999967  .0024767  .0006973
T  624  2 .5052736E+07   3600114E-02  .1072E+03  .5188E+02   .9999895  .0007272  .0045284
T  625  2 .5086954E+07   3600172E-02  .8801E+02 -.8597E+02   .9999968  .0025129  .0000448
T  626  2 .5095017E+07   3600209E-02  .5588E+02  .1797E+02   .9999953  .0029565 -.0008278
T  627  2 .5066675E+07   3600201E-02 -.5618E+02  .1583E+03   .9999548 -.0060922  .0073007
T  628  2 .5073894E+07   3600086E-02  .8222E+01 -.6176E+02   .9999952 -.0029972  .0007974
T  629  2 .5081634E+07   3600076E-02  .6649E+02  .7138E+02   .9999968  .0024809 -.0005359
T  630  2 .5065231E+07   3600213E-02  .1201E+03 -.1126E+02   .9999833  .0053728 -.0021504
T  631  2 .5081867E+07   3600040E-02 -.2461E+02 -.1138E+03   .9999823 -.0055752 -.0020543
T  632  2 .5093412E+07   3600133E-02  .2515E+02  .3475E+02   .9999963 -.0001331  .0026996
T  633  2 .5070124E+07   3600186E-02 -.1619E+03  .6759E+02   .9999909 -.0023311  .0035628
T  634  2 .5061869E+07   3600177E-02 -.4910E+02 -.1159E+03   .9999893 -.0035766 -.0029424
T  635  2 .5077698E+07   3600071E-02 -.2972E+02  .1206E+03   .9999430 -.0023981  .0104072
T  636  2 .5082637E+07   3600142E-02 -.5153E+02  .4772E+02   .9999983 -.0004892 -.0017936
T  637  2 .5075286E+07   3600045E-02 -.1949E+01 -.5957E+02   .9999644 -.0064526 -.0054377
T  638  2 .5073325E+07   3600128E-02 -.6920E+02  .3888E+02   .9999787  .0011863  .0064168
T  639  2 .5064993E+07   3600074E-02 -.2037E+02 -.1057E+03   .9999737 -.0016942 -.0070455
T  640  2 .5073415E+07   3600112E-02  .5541E+02  .2913E+02   .9999958  .0028180 -.0006322
T  641  2 .5073710E+07   3600105E-02  .8584E+02  .5785E+02   .9999942  .0031195  .0013345
T  642  2 .5079615E+07   3600041E-02  .6160E+02  .2978E+02   .9999934  .0029494 -.0021004
T  643  2 .5076347E+07   3600018E-02 -.8000E+02  .2825E+02   .9999837 -.0054701  .0016106
T  644  2 .5101586E+07   3600177E-02  .2330E+02  .6172E+01   .9999998  .0004235 -.0004998
T  645  2 .5065504E+07   3600137E-02 -.7446E+02 -.7603E+02   .9999628 -.0075340 -.0042031
T  646  2 .5070132E+07   3600001E-02 -.7621E+02 -.3490E+02   .9999773 -.0067257  .0004047
T  647  2 .5090235E+07   3600209E-02  .6643E+02  .1598E+02   .9999839  .0038752  .0041368
T  648  2 .5082259E+07   3600074E-02  .2076E+01 -.1170E+03   .9999867 -.0004021 -.0051438
T  649  2 .5071715E+07   3600070E-02  .8644E+02  .8031E-01   .9999790  .0062815  .0016128
T  650  2 .5068188E+07   3600152E-02  .2412E+03 -.6790E+03   .9994236  .0135049 -.0311477
T  651  2 .5077420E+07   3600158E-02  .4630E+02  .4029E+00   .9999542  .0093705 -.0019450
T  652  2 .5080141E+07   3600149E-02 -.4954E+01 -.6979E+02   .9999074 -.0096521 -.0095914
T  653  2 .5095841E+07   3600168E-02  .7317E+02  .5858E+02   .9999996  .0008480  .0000958
T  654  2 .5076971E+07   3600114E-02 -.6190E+02 -.2688E+02   .9999859 -.0052163  .0010328
T  655  2 .5095269E+07   3600179E-02 -.1065E+02 -.7002E+02   .9999948  .0003391 -.0032120
T  656  2 .5105266E+07   3600145E-02 -.5275E+02  .4534E+02   .9999970 -.0014347  .0020088
T  657  2 .5093112E+07   3600180E-02 -.6314E+02 -.8534E+02   .9999666 -.0055879 -.0059694
T  658  2 .5071011E+07   3600009E-02 -.4956E+01  .5501E+02   .9999809 -.0042480  .0044986
T  659  2 .5072554E+07   3600212E-02 -.8166E+01  .8981E+02   .9999641  .0007631  .0084376
T  660  2 .5087245E+07   3600111E-02  .5385E+01  .1152E+03   .9999708 -.0021680  .0073263
T  661  2 .5068010E+07   3600209E-02  .8777E+01  .3776E+02   .9999976  .0011974 -.0018567
T  662  2 .5090312E+07   3600191E-02  .1986E+02  .5169E+01   .9999983 -.0001071  .0018204
T  663  2 .5075699E+07   3600101E-02  .1644E+02  .1959E+02   .9999996 -.0002392 -.0009122
T  664  2 .5077766E+07   3600147E-02  .6986E+02  .6367E+01   .9999965  .0025491 -.0007375
T  665  2 .5088769E+07   3600195E-02 -.2009E+03  .5355E+02   .9999680 -.0078650  .0014839
T  666  2 .5068665E+07   3600141E-02 -.3965E+02 -.9530E+02   .9999706 -.0071444 -.0027713
T  667  2 .5091865E+07   3600196E-02 -.5179E+02  .2660E+02   .9999954 -.0029811  .0006033
T  668  2 .5074395E+07   3600169E-02 -.2425E+02  .3950E+02   .9999996 -.0008052 -.0004763
T  669  2 .5066764E+07   3600107E-02  .1678E+02 -.5398E+02   .9999929  .0034802 -.0014370
T  670  2 .5100833E+07   3600135E-02  .6600E+02  .2075E+02   .9999917  .0038241  .0014349
T  671  2 .5074264E+07   3600212E-02  .6751E+02 -.9541E+01   .9999900  .0044234  .0006829
T  672  2 .5090141E+07   3600078E-02 -.2097E+02  .8179E+02   .9999826 -.0047526 -.0034953
T  673  2 .5078358E+07   3600205E-02  .3136E+02 -.4094E+02   .9999946  .0012057 -.0030728
T  674  2 .5095754E+07   3600182E-02  .1027E+03 -.8247E+02   .9999893  .0043748 -.0014928
T  675  2 .5089596E+07   3600164E-02 -.2632E+02 -.5404E+02   .9999823 -.0016627 -.0057046
T  676  2 .5086438E+07   3600188E-02  .9986E+02  .8605E+02   .9999859  .0053017 -.0001142
T  677  2 .5054737E+07   3600040E-02  .1347E+03  .4943E+02   .9999898  .0041673  .0017187
T  678  2 .5104760E+07   3600117E-02  .3247E+02 -.4483E+02   .9999983  .0006448 -.0017237
T  679  2 .5084242E+07   3600002E-02 -.3127E+02  .4482E+02   .9999957 -.0006867  .0028562
T  680  2 .5088361E+07   3600064E-02  .8679E+02 -.1708E+03   .9999887  .0009214 -.0046623
T  681  2 .5088054E+07   3600040E-02 -.1823E+03  .4754E+02   .9999568 -.0082357  .0043201
T  682  2 .5097982E+07   3600008E-02 -.2877E+01  .8954E+02   .9999942  .0012208  .0031899
T  683  2 .5084722E+07   3600176E-02 -.3495E+03 -.8215E+02   .9996838 -.0245428 -.0054695
T  684  2 .5084465E+07   3600064E-02 -.2225E+02  .3612E+02   .9999981 -.0012494  .0014959
T  685  2 .5066824E+07   3600184E-02 -.1840E+02 -.7634E+02   .9999896 -.0018352 -.0041844
T  686  2 .5088456E+07   3600004E-02  .5657E+02  .6000E+02   .9999953  .0001671  .0030635
T  687  2 .5076809E+07   3600176E-02 -.4602E+02  .5239E+02   .9999990 -.0011679  .0008577
T  688  2 .5087862E+07   3600189E-02 -.1837E+02 -.1123E+02   .9999952 -.0030988  .0000061
T  689  2 .5072576E+07   3600026E-02 -.1439E+02 -.4421E+02   .9999872  .0015527 -.0048254
T  690  2 .5080757E+07   3600001E-02 -.2770E+03 -.1635E+03   .9999674 -.0069201 -.0041636
T  691  2 .5084637E+07   3600033E-02  .9480E+00 -.7059E+02   .9999896  .0011470 -.0044120
T  692  2 .5078053E+07   3600165E-02 -.2015E+03  .3038E+03   .9998860 -.0101441  .0111872
T  693  2 .5070895E+07   3600090E-02  .2876E+02 -.1025E+03   .9999937  .0028517 -.0020920
T  694  2 .5056661E+07   3600091E-02  .7456E+02  .7505E+02   .9999320  .0057978  .0101148
T  695  2 .5073498E+07   3600035E-02  .5377E+01 -.1761E+02   .9999978  .0014534 -.0015278
T  696  2 .5081390E+07   3600100E-02  .7184E+02  .1531E+03   .9999701  .0015022  .0075849
T  697  2 .5068398E+07   3600177E-02 -.7686E+02  .1293E+03   .9999895 -.0036131  .0028075
T  698  2 .5071481E+07   3600213E-02 -.1018E+03  .4184E+02   .9999867 -.0050919 -.0008240
T  699  2 .5088147E+07   3600081E-02 -.1200E+03 -.6129E+02   .9999615 -.0087431  .0006982
T  700  2 .5091884E+07   3600022E-02 -.9194E+01 -.5284E+02   .9999998  .0006417 -.0000246
T  701  2 .5078259E+07   3600197E-02 -.1968E+02 -.5883E+02   .9999952 -.0003995 -.0030718
T  702  2 .5076663E+07   3600192E-02  .2207E+02  .1060E+03   .9999845  .0007953  .0055093
T  703  2 .5073367E+07   3600161E-02  .6217E+02  .1213E+02   .9999926  .0038182  .0004808
T  704  2 .5061935E+07   3600137E-02  .2542E+02  .5003E+02   .9999793  .0054720  .0033822
T  705  2 .5079440E+07   3600197E-02  .5892E+02 -.2702E+02   .9999934  .0006366 -.0035774
T  706  2 .5077333E+07   3600054E-02 -.2610E+02 -.2541E+01   .9999908 -.0027415 -.0032982
T  707  2 .5071647E+07   3600166E-02  .1499E+03  .9878E+02   .9999448  .0097961  .0037976
T  708  2 .5087802E+07   3600218E-02 -.9338E+02  .9231E+01   .9999904 -.0024325 -.0036549
T  709  2 .5069947E+07   3600154E-02  .8979E+02 -.1476E+03   .9999742  .0000538 -.0071796
T  710  2 .5054178E+07   3600210E-02 -.3316E+02  .3094E+02   .9999907 -.0024801  .0035388
T  711  2 .5067528E+07   3600182E-02  .6352E+02  .1073E+03   .9999497  .0048873  .0087550
T  712  2 .5084424E+07   3600152E-02  .6424E+01 -.1357E+03   .9999747 -.0015534 -.0069435
T  713  2 .5061274E+07   3600206E-02  .5363E+02 -.1320E+03   .9999881  .0014256 -.0046701
T  714  2 .5081640E+07   3600143E-02 -.5991E+02 -.3591E+02   .9999947 -.0020645 -.0025301
T  715  2 .5067692E+07   3600114E-02 -.2475E+01  .4134E+02   .9999999  .0004831  .0001181
T  716  2 .5093154E+07   3600187E-02  .7710E+02 -.1541E+02   .9999844  .0050122  .0024822
T  717  2 .5091170E+07   3600036E-02 -.1466E+02  .7869E+01   .9999988 -.0013920  .0006485
T  718  2 .5098939E+07   3600066E-02 -.4282E+01 -.9979E+01   .9999924 -.0039014 -.0001163
T  719  2 .5086753E+07   3600146E-02 -.2926E+03  .1596E+01   .9999233 -.0121605  .0023571
T  720  2 .5099283E+07   3600195E-02 -.4434E+02  .1015E+03   .9999613 -.0058835  .0065477
T  721  2 .5076075E+07   3600189E-02  .1897E+02 -.1663E+02   .9999957  .0012061 -.0026899
T  722  2 .5085985E+07   3600144E-02 -.2895E+02 -.2871E+02   .9999982 -.0015135  .0011017
T  723  2 .5075036E+07   3600030E-02 -.6454E+02  .2641E+02   .9999862 -.0045003  .0027153
T  724  2 .5081350E+07   3600201E-02 -.3908E+02  .5018E+01   .9999801 -.0061195  .0015167
T  725  2 .5082244E+07   3600010E-02 -.2118E+02  .4358E+02   .9999778 -.0038872  .0054046
T  726  2 .5062406E+07   3600134E-02  .5186E+02 -.1030E+03   .9999737  .0023047 -.0068749
T  727  2 .5097673E+07   3600198E-02  .7395E+02 -.1294E+02   .9999917  .0032036  .0025086
T  728  2 .5072143E+07   3600217E-02  .5024E+02 -.7604E+02   .9999923  .0031519 -.0023497
T  729  2 .5067344E+07   3600064E-02 -.1968E+03  .7070E+02   .9998965 -.0126871 -.0067871
T  730  2 .5081605E+07   3600063E-02  .2231E+02  .4134E+02   .9999962  .0016336  .0022404
T  731  2 .5070478E+07   3600173E-02 -.4138E+02  .7650E+02   .9999831 -.0028472  .0050602
T  732  2 .5079587E+07   3600026E-02 -.9924E+02  .4662E+02   .9999928 -.0035604  .0013471
T  733  2 .5064734E+07   3600012E-02 -.2566E+02 -.1652E+02   .9999862 -.0002836 -.0052448
T  734  2 .5082589E+07   3600036E-02  .4453E+02  .8639E+02   .9999966  .0004063  .0025819
T  735  2 .5093181E+07   3600003E-02  .3222E+02  .7341E+01   .9999884  .0036385  .0031516
T  736  2 .5062956E+07   3600217E-02 -.3939E+02 -.6561E+02   .9999751 -.0068582 -.0016545
T  737  2 .5062948E+07   3600122E-02 -.5286E+02 -.1220E+02   .9999979 -.0019003  .0007570
